,0
436,"So far so good sound quality is spot on was also expecting lip sync while watching videos etc but none ,expecting for them to keep falling out of ears and with the extra little ear adjusters they never fall out even gone running with them. Small pill box charger comes with and as soon as you take out of box automatic connection to phone no need to go into phone and connect except the first time you pair it. As the pill box charger is small I’m a little concerned I may lose them Overall one of the best buys I’ve had on amazon"
437,"Saw these on offer for £28, youtube and web reviews were all glowing... Just received them... Paired up to my pixel 4 (aptx hd) and the sound is absolutely fantastic... Not too bassy and boomy.... Not overly coloured or hyped.. Perfect 😍 absolutely love the sound Size is really good! Fit perfect and feel secure. Time will tell how they hold up! Look to be well made!"
438,"I have been looking for a good set of earbuds for general use and also for exercise. Bought these based on the Amazon reviews and am not disappointed. Sound quality is excellent, they are very comfortable to use and the battery life is exceptional. In addition the charging case is so cool. It is small enough to fit into my pocket and the indicator lights are clear. I would definitely recommend them."
439,"These wireless earphones have fantastic sound quality and great sound cancellation, the case that they come has a good design with a magnetic lid to ensure they stay closed, the earbuds also have magnets that hold them in place while in the case. These also have a long battery life and easy controls that lets you change the volume, pause and unpause etc. On top of that, they fit in your ear comfortably and doesn’t fall out. Overall, an amazing set of earphones."
440,"Le magnifique casque Bluetooth que j'ai acheté! Excellent sur le pouce et peut être jumelé directement. La durée de vie de la batterie est très bonne, je ne peux utiliser que l’oreille droite ou gauche, ou les deux. Il est léger et petit, je le porte avec moi! ! La qualité sonore est très claire! L'appel du destinataire est également très clair, en particulier la distance entre l'oreille et la bouche, vous n'avez pas besoin de crier ou d'être confus comme les autres appareils Bluetooth. Recommander ce produit 100%"
441,"Ce casque Bluetooth est très pratique. Plus besoin de faire face au câble du casque. Ce kit oreillette facilite non seulement l’écoute de chansons, mais vous permet également de répondre et de raccrocher avec un seul bouton lorsque vous écoutez l’appel. La qualité sonore est très claire. C'est un produit qui mérite d'être racheté."
442,"Au départ, j'ai obtenu un excellent service clientèle et une assurance de la qualité. Ce sont mes casques sans fil préférés! Je suis ici depuis environ une semaine et j'aime ça aussi. Une fois que je les ai ouvert, mon téléphone Bluetooth se connectera automatiquement! Recommander ces écouteurs à mes amis et clients! le meilleur!"
443,"J'aime bien ces bouchons d'oreilles. Je suis très heureux d'avoir commandé ces sons incroyables, je peux utiliser ces bonnes choses, j'ai couru, elles sont résistantes à la sueur et très légères. Je les recommande vraiment."
444,"C'est adorable, fonctionne très bien, ma fille de 11 ans et ravie et adorable lorsqu'elle l'utilise !"
445,"Commandé en blanc et rose pour ma fille. Petit soucis, on ne sait pas choisir une couleur et la garder. Elle voulait un casque blanc éclairé rose mais les couleurs passent de l’une à l’autre sans cesse et donc blanc, oui il l’est ... mais rose, pas trop. Il reste cependant très sympa et il y a même plusieurs possibilités de jeu de lumière. C’est un vrai petit sapin de Noël 🤣. Pour le fonctionnement, je l’ai testé « in game » et ça roule. Juste le micro qui prend tout simplement tout l’environnement ambiant et qui fonctionne en permanence mais bon c’est fonctionnel et c’est audible... Pour le reste ça fonctionne donc bien et le son est quand à lui assez bon pour le prix. Bref design vraiment top 👍👍👍 fonctionnalité correct 👍 On peut l’utiliser en filaire ou Bluetooth 👍 La durée de la batterie est correct 👍 Je recommande ce produit et j’aurais aimé pouvoir en acheter un deuxième pour mon autre fille ..."
446,Très jolie casque design original dommage qu’il soit en plastique et la lumière ne fonctionnait plus au bout de deux jours ma fille à quand même voulu le garder c’est pour cela que je ne l’ai pas renvoyé sinon le reste fonctionne très bien
447,"J'ai acheté ce casque pour ma petite fille, elle en est enchantée et ne le quitte plus. En plus, il est très joli."
448,"Bon casque, design sympa et son très correct. Excellent rapport qualité/prix. Suite au soucis d'appairage du casque, le vendeur nous a gentiment envoyer un nouveau casque, sans réclamer le premier. Le second casque fonctionne parfaitement. Je souligne le fait que le service après vente est, du coup, parfait. Merci encore au vendeur, chez qui vous pouvez acheter les yeux fermés."
449,Pour le prix c est une petite merveille que je me suis empressée de tester avant de l'offrir à ma fille . La lumière est top le son aussi et le design adorable . Bref tout sa pour dire que je recommande se produit et je pense bien me prendre le même en noir !
450,"Achetés pour ma fille, elle est ravie et les utilise fréquemment. Le confort est plus que correct, le son est assez neutre et plutôt bon. Le niveau du volume est assez limité pour éviter des risques avec les tympans, nickel pour les enfants. Le design est assez joli et le plastique semble solide et de bonne qualité."
451,"Ce casque est tellement cute, kawaii. Après je pense qu'il devrait être disponible dans un plus large choix de couleur, les oreille plus proche de la tete... C'est subjectif cela. Sinon conforme a la photo. Le son est bon, je suis tellement contente de cet achat si kawaii."
452,"These headphones are very cool - you can have the sides or the ears light up, or both together. I got the black ones and the light is blue. They connect via Bluetooth just like any other Bluetooth device. They are comfortable and look good. The one thing I would like them to have is a sound limiter to protect children's ears (particularly as my son is normally in competition with a rather loud television round his grandma's!) but apart from that they are purr-fect!"
453,"So when these finally arrived (the first time was ""misplaced"") they're fantastic. Wireless Bluetooth mode: the sound for music is fantastic and they do pretty well as almost noise cancelling when you're listening to your tunes. For voice calls though it turns almost tinny, not the best quality which is kinda weird. Bluetooth microphone: so when calling with my partner, he said it was crackly and kept dipping in and out. Wired music sound: same as bluetooth, no difference except you cant change the volume on the headset. Wired microphone: much better sound quality when listening and is also much clearer according to my partner. Lights: they're cute! Quite bright but not blinding thankfully. I can take a picture in the sunlight and the glow can be seen so not bad! All in all they were a great purchase after they finally arrived 4 days after i ordered them on prime. I feel nervous when putting the headphones on because they feel like they'll snap but that might just be me being nervous. The top cushion is kinda soft and the ear pads themselves are quite comfortable. Plus they're cute"
454,"Got for my granddaughter for Christmas, she's very pleased with her headphones."
455,"The product itself is great. But one of the earphones snapped off the headband just after the return period. Not excessive usage, no strange handling at the time (I was there and saw it happen). Can't return now, but quality of product is a question."
456,"TL:DR: I knew they were cheap, but I didn't expect them to be this bad Sound: Sound is passable when wired, about what you'd expect from cheap headphones. On bluetooth the quality is dreadful, sound is muffled and often choppy and broken up, particularly if used for gaming, the microphone sounds like you're calling from the bottom of a well filled with porridge and when there's supposed to be silence there's a constant high pitched squeal of interference Comfort: Actually not that adjustable, mostly just a big spring designed for people with small heads Lights: The multicoloured lights just cycle through all the colours, you can't pick one. When the lights are on, there's a background buzz (not the same as the high pitched squeal you get when using the bluetooth) and if you're using the wired connection to a laptop, the lights come on at random times like when you unplug it or hit play on spotify."
457,"***please note, since leaving the below review the company have since been in contact and sending a replacement, I will update this review again and let you all know about the replacement, so far they have been very helpful*** This product is pretty fragile. Took them off the first time and the joint snapped just above the ear section :-( hoping some superglue will fix. So far the sounds quality is great! Nice and warm on my ears and it does look really awesome. It is a shame it's not more robust, but for the price it's not too bad."
458,Awesome and adorable! Mine came with a cable that you can plug in that had a microphone too so i could use it for my ps4
459,"We bought these cute headphones on a special deal in July and saved them for a Christmas present. Opening them Christmas day was a real disappointment as they were broken inside the original factory packaging. Obviously, we are way outside the 30 day warranty. We will not make the same mistake."
460,"My son was gutted as his broke just after having them a month, pic attached! After the month was up I couldn't find away to message seller either!!"
461,"The only major issue that ive come across is that the Bluetooth is terrible and does NOT work, I have to have the chosen connected device practically taped to the device to have portable wireless headphones and even then it's jumpy and flickers between connected and un connected edit: the company have been nice enough and wonderful enough to send a replacement to re-try as they believe it a fault. Which is a very nice thing to do!!"
462,I love them great value for money another gift from hubby. The sound quality surprised me it was better then I thought and they cover my ears well so they keep a lot of noise out. They also look really good on I’ve gotten a few compliments
463,"First pair bought broke at the articulating joint for the ear cup on second use. Spoke to customer service who were very helpful and fast with responses. Got a new pair sent out free of charge . new one holding up but only used a few times so far Quite comfortable to wear and easy enough to connect with a stable connection if there is a direct line, a BT dongle behind a desktop will be bad. Sound quality in line for something if this price- quite flat but decent volume"
464,It arrived broken and am not sure where a herms collection point is. One ear is all wires on show and not connected to the head bit. This shows me this particular model is made from an extremely cheap plastic
465,"I gave the headphones as a birthday gift and moments after opening they broke. A birthday not to remember. As shown by others, the headphones have a design flaw that makes them very brittle and prone to braking. I am extremely disappointed!"
466,"Had this product less than a week and it's already broken. My son spent his own money on this, now he's very disappointed and in an extremely bad mood. Thanks alot to the company for upsetting my boy, and it seems alot of other kids. How do you sleep at night knowing that you are selling these headphones, boasting their quality when they are cheap tat. Very upset."
467,"Reçu à l'heure. Apairage un peu long mais une fois fait mes deux téléphones se connectent vite. Tient bien dans dans mes oreilles pendant la course à pied. Léger, se fait oublier. Le sons est bon en milieux extérieurs (graves et aigus bien distincts). Je n'ai pas encore eu le temps de tester l'autonomie au delà d'une heure . Celle-ci est courte au moment de l'apairage qui est peut être gourmand. Je recommande ce casque pour un prix très acceptable."
468,J'adore !! Acheté en complément de ma.garmin vivo activ3 music je l'utilise lors de mes séances de course à pied. C'est top !!! Leger discret simple d'utilisation. Livree dans un jolie petit étui refermable par fermeture éclair (c'est le petit plus simpa). Très belle qualité qui s'adapte à differentes taille de conduit auditif (le mien est vraiment très petit et je m'y retrouve parfaitement avec les petits embouts) Bref je recommande
469,"Juste parfait . Pour l'instant c nickel , j'attendais la mise jour oreo de mon téléphone samsung s7 pour etre sûr qu'il etai bien aptx et c bien le cas le s7 utilise ce protocol de meilleu qualité pour s'y connecter sous oreo . Je recommande , le son est propre pas de gêne ou son etrange a déclaré fait largement le taf , pour sport , velo et bricolage simple leger et efficace . Plus de 6 moi d'utilisation nickel ."
470,"J avais déjà acheté ce genre d écouteurs sur wish (oui lol). Et bien il n y a juste rien de comparable. Une qualité audio vraiment très très bon, des embouts qui restent bien en place dans les oreilles même lors d activités sportives, connection avec mon Galaxy S7 très facile et rapide, aucune déconnection intempestive ou micro coupure, charge rapide (câble fourni). En résumé, je recommande !"
471,"J'avais acheté d'autres écouteurs de sport sur Amazon mais la qualité était très mauvaise, surtout au niveau du son (ils me perçaient les tympans et on les sentait taper pendant la course). J'utilise ceux de Mpow depuis 2 mois et je ne suis pas déçue !! Je les utilise pour courir une à deux fois par semaine, ils sont très pratiques, agréables et discrets à l'oreille. Bonne autonomie, je n'ai pas trop à me soucier de les charger souvent. Bref, un rapport qualité/prix vraiment excellent et déjà largement rentabilisé !"
472,"Bonjour, c'est le deuxième modèle de la marque que j'achète et comme le précédent j'en suis pleinement satisfait. Bonne ergonomie , autonomie et une qualité du son impeccable. Je recommande ce produit"
473,"Après quelques semaine d'utilisation, voici mes remarques. J'utilise les écouteurs pour faire du vélo tous les jours. La qualité son est très correct pour moi, de plus le système d'aimant est super pratique car le permet de garder les écouteurs sur le coup sans risquer de les faire tomber. De plus, sous la pluie, les écouteurs sont nickel, totalement waterproof."
474,"J'ai un peu hésité avant d'acheter ces écouteurs. Je cherchais du bluetooth pour éviter d'avoir des fils pas très pratiques, notamment pour le sport. Je ne suis pas déçu, ils sont très simples à utiliser, se connectent rapidement à mon portable. La qualité sonore est très bonne à mon avis. Livrés avec deux jeux d'embouts (gros et petits) Comme ils sont intra-auriculaire je craignais que les embouts soient inconfortables, mais avec les petits c'est tout le contraire en ce qui me concerne. Je m'en sers très souvent."
475,"I bought these headphones to take place of some cheaper JBL bluetooth headphones I had, since the cost of these is almost cheaper than replacing a lost rubber earpiece for the JBLs. Intending to use these for running and mowing the lawn, I didn't want to invest a significant amount of money. I'm very glad I did and extremely happy with the product so far (about a month's worth of usage). Compared to the JBLs, several points I like better: * Battery life - I haven't specifically timed it, but for being smaller and lighter than the JBLs, the battery definitely lasts longer. * Comfort - I haven't even tested the other earpieces included with the headphones, but I really have no reason to. They stay put and allow me to wear them for hours on end. Additionally, they block a lot of exterior noise with the fit in ear. * Operation - One thing I hated about the JBLs is the volume up/track advance button used a single click/multiple click operation to distinguish. It was extremely annoying because if you wanted to bump the volume up 2 clicks, you would accidentally advance track. These headphones use a single click/hold operation for the same, so the same issue is non-existent. * Sound quality - While definitely not what you'd get from higher end ear-buds, the sound quality is great especially considering price point. For something I may break or lose within the next year, this is one of the better tech purchases I've made in a while. I would not hesitate to recommend these to anyone!"
476,Most amazing bass I heard on Bluetooth headset so far ! The noise cancelling is 100% effective and the sound quality is Just amazing ! It has an amazing range of 35ft ! Easy to setup. Supports Google assistant and Siri. Making and ending calls is easy and have excellent call quality !
477,"These headphones surpass their price tag! See attached photo for all of the included ear piece sizes, making them completely customizable and comfortable for anyone. The sound quality is very good, and the fact that both ear pieces are magnetic to each other is very convenient for them not tangling. They charge quickly, and have held their charge very well for 5+ hours. No issues with connectivity and very user friendly. I highly recommend these !!!!"
478,"Pros: 1) I was quite pleasantly surprised that this headset comes in fantastic packaging with a beautiful case and little accessories, such as a selection of earbud sizes and ear wings! 2) Decent price point. 3) Blocks out external sound quite well. 4) Keep in mind that this isn't for audiophiles, however it has good sound quality for something at this price point and super battery life. I didn't time it, but the battery seemed to last 8-10 hours, which is amazing! 5) Good as an inexpensive wireless bluetooth headset option. 6) The shorter wire helps prevent it from dangling and getting caught on things. Cons: 1) The wire itself is a bit short, so it might feel claustrophobic for people with thicker necks. It can still fit around bigger necks. 2) I'm not sure if it's a setting. It doesn't seem to turn on and connect automatically when I pull the magnets apart, like my other headset of a different brand does. 3) It would be nice if the charging connector was USB C, since most newer phones use that and it's easier to just have to tote around one charging cable and block."
479,"Pros: It has Bluetooth 5.0, IPX7 and a whooping 9 hours playtime on a single charge! You can literally use these like 6-8 times without charging to the gym. it has a noise reduction mic for clearer phone calls and its bass is quite good! It has a hands free calling and dual connection so you can just pair it with your phone and not take time to disconnect and reconnect with other devices. I would definitely recommend it!"
480,"Auricolari bluetooth ottimi. Abbinati con Huawei p9, impiegano 3 secondi precisi a collegarsi al telefono. La qualità sonora è ottima considerato anche il prezzo (prese in offerta a 16€), con bassi profondi e alti cristallini. Non distorcono nemmeno ad alto volume. Anche in chiamata la qualità è ottima. Inoltre hanno l'archetto (di varie misure) sul corpo auricolare che si incastra senza causare dolore all'orecchio e sono presenti anche i gommini di varie dimensioni (poiché sono in-ear). Provate in situazione di ascolto musica a casa e si sono comportate egregiamente, vedremo quando le userò per attività sportiva. Mi sento di consigliarle, se trovate in offerta meglio ancora. Anche la durata della batteria è buona, circa 8 ore secondo una mia stima. (Ancora da provare accuratamente)"
481,"I have both the mpow thor, and mpow flame headphones and I lost the flame ones so I bought these as a replacement. I then found the flame and thought I'd compare the two before returning the S1s here. Turns out I'm going to keep the S1 as I love them too and for the price it's not a big deal to keep them both. I did pair both the S1 and the flame at the same time to my note 8 in dual bluetooth mode so I could listen to one of each in left and right ears. The S1 does seem to have a better bass response and sounds better but I feel this is due to them having a better seal on my ears than driver quality. The flame never seemed to sit in my ears too well because the ear wrap over the top seems to keep them from sitting tight I to my ear canal. That being said the ear wrap on the flame has never once let them fall out playing basketball and exercising vigorously. The S1 have a magnet on them which should be great because I put the flames around my neck alot when not in use and they fall left or right easily or if i jump the fly off, so this may be something to consider. The S1 definitely feel lighter on the ear, more like you dont have any headphones in at all compared to the flame. Also the flame wouldn't sit inside my ski helmet this winter due to their size so I'm hoping the S1 will be better in that regard as well but I haven't tested that yet. S1 build quality feels better too, the flame seem a bit cheaper in plastic quality but they have held up in the shower and sweating for a year now so I think the S1 will do just as well. Overall I would take the S1 over the flame in the end, it's worth the small cost increase for sure."
482,"It is a very good product, it sounds great and you can also use Siri at any time."
483,"This is an amazing set of headphones! They fit perfectly in my ears and the chord is not too long - no worry or stress of tangles or heavy weighted chords smacking the back of your neck during a workout. I love running and high impact work outs. These are even great for cleaning around the house! When connected to my phone, it can reach the other room! The sound quality is great - maybe just a little high on the trebble side if I'm being picky but over all would recommend to anyone!"
484,"Onestamente non mi aspettavo di trovarmi così bene visto il prezzo contenuto invece sono comodissime e funzionano molto bene. Io le uso per andare a correre ma anche per fare chiamate e per ascoltare musica durante il giorno, sono molto stabili e il suono si sente bene, sono anche piuttosto isolanti quindi i rumori esterni non danno fastio. Per il momento, dopo pochi giorni di utilizzo le sto trovando perfette"
485,"Auricolari senza filo finalmente! facili da usare anche con il casco. Ricezione voce ottima, sia in entrata che in uscita, al di sopra delle aspettative. Semplice da accoppiare con il telefono e con una ottima durata delle batterie (accensione alle 8 e spegnimento alle 21, si scaricano dopo 3/4 giorni). Ne ho presi tre da oltre un mese e mezzo e tutti sono usati quotidianamente con ottima soddisfazione. Uno solo è arrivato difettato e mi è stato cambiato nel giro di pochissimi giorni. Prezzo adeguato!"
486,"I really love how these headphones feel in my ears and they come with so many different sized ear pieces to guarantee a perfect fit. The sound is beautiful, and it's very easy to charge. I am so happy with them. I recommend getting some for yourself, you will not be disappointed"
487,Charging time is good. Sound quality is excellent. It comes with a good selection of ear cushions and it was easy to choose a set that makes it very comfortable to wear. Love them!
488,Great set of Bluetooth earbuds. Fit snug in ears and no fear of them falling out during run. Good quality sound and paired Quickly with my iPhone. Battery life seems to live up to advertised (about 9 hours). Highly recommend.
489,"So, I purchased a set of wireless headphone a few months ago and lost them. I need another set for the gym and I browsed Amazon for another set and came across this set. Had them on three times for a total 6 hours and the batter is still going strong, I have not had to charge them yet. Need less to say now LOVE them. They came with a little case, perfect for putting in my gym bag and not loose them.LOL. They also come with extra ear plugs (different sizes) and a clip to attach on to my shirt. They defiantly cancel out any noise, I am unable to hear anything while I am wearing them, the sound quality is much better them the ones I lost. These are well with the money"
490,"écouteurs achetés il y a un peu plus d'un mois, l'utilisation est parfaite, le son est très bon, bonne isolation MAIS l'un des ""coussinets"" absorbeurs de son s'est détaché des écouteurs à l’intérieur de l'oreille ! ( je précise bien, pas cassé, je peux le remettre sur l'écouteur si je le souhaite, il s'est juste détaché ) Il a fallu que ma compagne ôte l'objet à la pince à épiler, impossible de l'enlever par soit même, il s'enfonçait encore plus dans l'oreille. Je déconseille car ce genre d'évènement ne peut pas arriver !"
491,"Ces écouteurs Bluetooth sont vraiment très bien! Le son est excellent, son autonomie est remarquable. Ils sont facile à porter surtout pour une fille car on peut garder ses boucles d'oreilles sans que ça gêne!"
492,Il est bien j'ai un samsung . Super facile à installer pas de problème
493,Bonjour un régal de music super qualitée et amazone sait prendre de bons produits continuer ainsi pour nous rendre heureux merci et penser aux hôpitaux merci
494,"très déçue de ce produit qui a été acheté en octobre 2019 et a rendu l'âme en mars 2020 ! utilisation raisonnable, un écouteur a d'abord lâché puis l'autre et désormais le produit est HS et sans garantie, vraiment trop déçue !"
495,Très mécontent de mon achat qui a été fait le 14 novembre 2019 un des écouteurs ne fonctionne plus alors que je fais très attention à mes affaires. Très mécontente de ce produit Je le recommande pas.
496,tres bon rapport qualité prix
497,j'ai utiliser un seul fois et voila l'autre ne s'allume plus et ne charge plus
498,"I'm onto my second pair of these, the first pair are in a field in Staffordshire somewhere having unknowingly dropped them. So impressed I bought the same again They are rated for 2-3 hours playback. I was getting 4h30m although I was listening to chatty podcasts generally with only infrequent bursts of heavy metal. As the batteries aged I imagine this would drop but I only had them 4 weeks and the replacements are new so I'm yet to find out Charge case proved handy for recharging whilst out. Overall charge time is about 80mins Sound quality for the price is very good. A decent amount of bass, top end is clear too with cymbals sounding clear. I work outdoors so get through more headphones than I should so tend to stick to £20 and under. These are the best bluetooth (not wired) buds I've had in that price range and they were only £11. They are pretty close in sound quality to my Skullcandy Ink'd although they aren't as good as old the Smokin' Buds I have The bluetooth pairing is impressive, really quick and the earbuds are independent of one another so you can use one for 4 hours then the other one for another 4 whilst the first one charges again. I did this when I was in the middle of nowhere for a couple of days. They are serious value for money just don't lose them"
499,Very good value for money. Paired quickly and easily to my iPhone and charge seems to last ok Product is definitely worth considering if you don’t want to pay some of the high prices for other named brands
500,Very good for the money. Nicely packaged. Took a few attempts to connect to my phone but after that no problems. Sound quality again is great for the price
501,Good sound could do with a bit more bass only fault is with the rubbers they end up stuck in my ears had to get the wife and a pair of tweezers to retrieve them replaced the rubbers with ones from my old earphones so far very happy with them for the price.
502,"sound cuts out from bluetooth every sound and again for a second or so, not the end of the world but its 2020 and its a simple pair of bluetooth headphones and it's quite irritating, also the ear buds constantly come off inside my ear and its quite alarming trying to get the bud out incase it stays lodged in your ear... don't see how that's safe at all.."
503,"For the price I cannot really complain, they paired really easily and the sound quality is ok ( I’m into reggae music so the bass is fine) However they do cut out occasionally but so far only for a short period, fully tested in the gym and they didn’t let me down. Sorry I have to add more a couple of days after my initial review the issues got worse, I cannot walk without the right earbud cutting out today it was so bad that it was even cutting out when I was standing still. Pay the extra money and get a decent pair. As of the 12th of January the right earbud has completely stopped working."
504,Theses r perfect fit in your ear nice sound is nice cudnt believe the prices plus your case. For the buds r good very good charges recommend theses
505,"Bought these based on the great customer rating so maybe I just got a duff set. When connected to a video player there was a lag of about a half second so the audio was behind the video, making watching films impossible. When connected to my phone for music they constantly cut out on one or both buds rendering them pretty much usless. Shame as the sound quality was great, when they worked. Returned for refund."
506,"Purchased these earbuds to replace an excellent set of Bass Bud earbuds that I lost on holiday. I bought these due to the reviews and price. However I have been unable to use them as the left hand bud won’t fit in its charging port. The right hand bud fits perfectly with the in built magnet, however the left hand bud instead of being attracted by its magnet is repelled and won’t fit in the charging port. Contacted the seller who got back to me promptly, however his suggested advice did not help. I have looked into returning these but for the cost of them it hardly seems worth it. Very disappointed with these and unable to provide a positive review as I haven’t been able to charge the earbuds and try them. Won’t buy again or recommend, sorry."
507,"I was delighted to receive these headphones, especially at such a low price. Installation was easy - they paired immediately with my phone and the sound quality was excellent.....then it all went downhill from there. I tried a hands-free phone call, but the person I was speaking to couldn't hear me. Fail number 1. I then tried listening to a podcast on my way to work and the sound basically jumped from one ear to the other, but never from both at the same time. Essentially, you have to be sitting still for them to work properly. If this is just a fault with my headphones, I am happy to have them replaced, but if it is common amongst other customers, I wouldn't recommend this product."
508,"Only gave a 2 star rating for value for money because after getting this item for my son for Xmas, they broke with a single tap to the bud to turn it on or off no less than 2 weeks later. They also took longer than needed to charge too. They fit well and stayed put. That’s the only good thing I can say about this one. Sorry."
509,++AAA
510,I expected these to be useless I wont lie. I thought I'd get them to try out see how these fellas work. Absolutely beautiful I cant believe how good these are. I'm sat in a busy bar and cant hear a thing outside of my music. I dont write reviews but these are beautiful.
511,"Decent set of war buds at a very affordable price. Needed charging, once fully charged they paired straight away. Sound quality is good and they set in the ear very nicely, no need to keep poking either bud back into place."
512,So sorry we had the ear plugs set up wrong so we will keep then so please don't don't refund me thank
513,"Juste whaou. Ces écouteur sont au top. Ma mère a le même genre d'écouteurs d'une marque connue (le double du prix) mais ceux-ci sont nettement mieux pour deux fois moins cher. Coté son, c'est propre. Le son est clair, les basses puissantes, je suis épaté. Les écouteurs isolent très bien du monde extérieur, aucune différence avec ceux de ma maman. Côté batterie, ça tient le choc, je les ai utilisé toute la soirée et il restait encore la moitié de la charge. Le boitier a un écran pour informer de la charge restante dans le boitier ainsi que la charge de chacun des écouteurs. Les écouteurs sont appairés d'office, tactiles (fonctionne très bien), le fonctionnement est simple, aucun problème de connexion, que du bon. J'avais peur que les écouteur tiennent mal, que nenni, j'ai changé l'embout en caoutchouc (3 paires de différentes tailles fournies) pour l'adapter à mes oreilles et ça tient très bien. Le boitier ferme magnétiquement et éteint automatiquement les écouteurs, ils se rallument en ouvrant le boitier, c'est plutôt ingénieux. Il y a en plus un câble usb c fourni et un adaptateur pour servir de powerbank d'appoint. Bref très bon produit, ma maman est verte car elle a payé le double et les miens sont mieux, elle veut me les troquer ! Foncez. Si le commentaire vous a été utile, merci de cliquer ci-dessous pour m'encourager !"
514,"Meilleurs que leurs petits frères J'apprécie de voir le pourcentage de charge, l'autonomie, la légèreté et le confort J'aime moins qu'on ne puisse pas régler le volume depuis les oreillettes, c'est le gros point faible de beaucoup de produits de ce genre. Sinon les autres contrôles sont possibles (navigation dans la playlist, prise d'appels téléphoniques, etc). Sinon tout est bien, l'appairage, qualité du son, simplicité d'utilisation"
515,Reçu le 28 décembre. La batterie de charge était presque à 100% lors de la réception. Je les utilise tout les jours et je suis qu'à 85%. Donc sur le temps ça tient remarquablement. Les deux peuvent être dissocier ce qui est un plus. Car souvent si le droit n'est pas activé le gauche ne fonctionne pas. Et ce n'est pas le cas ici. Je peux utiliser le gauche indépendamment. Le son est comparable au casque audio. En le mettant au max je n'entends rien autour. Au niveau du kit main libre le micro est beaucoup plus performant que les autres oreillettes que j'ai pu avoir. On m'entend clairement. Voilà tout ce que j'ai à dire 😊
516,"Oui ce n'est pas des airpods, mais franchement pour ces écouteurs, ce une très bonne qualité avec un son incroyable, super comfort aux oreilles, fonctionne avec toutes les appareils connecté en bluetooth, étanche, donc ne vous inquiétez pas de la pluie et meme quand vous fetes du sport à la salle, facile à utiliser et la sychronisé avec votre smartphone, durable toute une journée et rapide pour la recharger dans son boitier inclus avec les écouteurs. Très bon rapport qualité et prix."
517,"Quelle belle innovation, c'est super de plus dépendre du fil de ses écouteurs .La notice est en plusieurs langues et notamment le français .C'est très simple d'activer les écouteurs en mode bluetooth sur son smartphone.Le fil USB pour charger à partir du boîtier est fourni .C'est très sympa aussi l'ecran digital du boîtier qui indique le niveau de charge en temps réel des écouteurs .Le son est plutôt bon .Avec on peut aussi décrocher et raccrocher les appels téléphoniques.C'est waterproof.Que demander de plus ..."
518,"C'était mon premier casque sans fil et j'étais très content. Cela semble parfait. Le son ne s'arrête pas lorsque je me promène dans la maison. Bonne couverture. Le casque ne se décharge pas pendant des heures. Même après 3 heures d'utilisation, il avait toujours de la charge. La charge de la boîte principale dure plusieurs jours. Cliquez sur le casque pour vérifier la liste de lecture, accepter les appels entrants, etc. possible. Parfois, l'appairage peut être un problème. Un écouteur fonctionne et aucun son n'est entendu de l'autre. Mettez-les dans la boîte principale et retirez-les à nouveau. Lorsque vous les sortez de la boîte, vous devez faire attention à la lumière des deux écouteurs. Il existe certainement une solution plus simple à ce problème, mais je ne l'ai pas encore découverte."
519,"Le son est excellent, j'ai eu en mains plusieurs boiter et celui la est particulièrement bien calibré je trouve. Le boiter est bien pensé, je trouve que les infos sur l’état de batterie des 2 écouteur sont parfaite, c'est clair et précis des l'ouverture de la boite!L’autonomie est bonne aussi, et les écouteurs reste sans probleme dans mes oreilles!J'ai pas grand chose de négatif a dire dessus, c'est du bon matos, a voir dans le temps."
520,"Plutôt satisfait par ces écouteurs. Ils s'appairent facilement et se connectent ensemble , il n'y a pas d'oreillettes maître à allumer en premier , c'est pratique. J'ai bien aimé la boîte de chargement qui peut servir de powerbank de secours . Les oreillettes tiennent plutôt bien en batterie et j'ai apprécié le fait qu'elles soient étanches à la transpiration .. pour le sport c'est plutôt pas mal ."
521,"I absolutely love these earbuds. Their sound quality is amazing, battery case is amazing and best of all, the 2 earbuds can be used individually which is very good for me as i use one at a time. I deliver for a living and it gets very boring on the job as you're doing the same task the whole day which can last upto 13 hours. So i listen to podcasts, audio books etc which keeps things a bit interesting. This is where these earbuds come in, i use these to listen to that stuff. First i don't want to use both at the same time as it can be distracting for the road and legally not allowed in the state i live in and i prefer to have one ear open to listen to traffic/surroundings. I use one earbud and it lasts around 4 hours on a charge when it is depleted, i use the other one and put the first on charge. This lets me listen to my podcasts and audio books throughout the day without any charge time. The charging time of the case and the earbuds are also very fast and the case can be fully charged in 2 or so hours. The case is very well designed and uses magnets so your earbuds don't rattle around causing damage to themselves and the case. The case has a touch button at the bottom which when touched shows the battery percentage left on the case. It can charge the earbuds for surprisingly large number of times, i was pretty amazed at that. One case charge lasts more than a week for me. The battery capacity is huge and it also acts as a battery bank if you need it in case of emergency. It can probably charge a phone fully one time with its 3500 maH battery. 140 hours claim is a bit of an exaggeration, you can practically get around 100 - 120 hours if you use one earbud at a time on a fully charged case. Very good product, definitely recommended. The sound quality is amazing and the bass is also very good on these, I've used other ones in the past and have to say these are by far the best ones i have used yet. I'd suggest using the largest rubber tips it comes with (unless you have small ears, in that case use the default ones) which makes the noise cancelling a lot better."
