,review_rating,review_posted_date,review_text,review_author
1009,1.0 ,30 Aug 2012,The man pen is...so big.,Kim Attebery
1010,5.0 ,18 Apr 2013,"Yes, even the smallest man hands will tend to cramp after long usage, but that happens with everything we do too much with our hands ;-).  The real benefit here is for those men who have small hands like me.  Small hands has a somewhat bad stigma in our society, as do small feet, but with this slimmer elegant designed pen, my hand appears bigger to everyone, including myself, and it gives me more self confidence, not to mention extra glances from women who watch me write!",Jeremy
1011,5.0 ,13 Apr 2013,"I learned last night at the bar that women are attracted to Bic for Women. I stuck a pack of these bad girls in all of my pockets and women instantly thought I was irresistible. It's like, having one Bic for Women means I have a gurl, and I have her pen, and we all know hoes be attracted to men that are taken.",beabillionaire
1012,2.0 ,28 Aug 2012,"Perfect size to keep in my purse. Cute colors, and easy to hold. I just can't figure out where to put the batteries!",J. Higginbotham
1013,3.0 ,12 Apr 2013,I see these pens are for black women. Do they come in shades for other races? I want to give them out to all my friends but I have a very multi-cultural friend base!,B. Johnson
1014,5.0 ,12 Apr 2013,"As an avid swimmer, it's necessary for me to find a suitably waterproof product. The iPad was a severe letdown (I'm only glad I tried it on a private beach first)--at last, my prayers have been answered. I use these in a string bikini without worrying about a thing.",Amazon Customer
1015,3.0 ,02 May 2013,"While I applaud BIC for thinking about the weaker sex and creating a pen that we women don't have to lug around all day like we do with the Man Pen, I could have done without the vinegar and water scented ink.",Truth Advocate
1016,5.0 ,04 Sep 2012,"Don't get me wrong, I appreciate what my wife does when it comes to managing our household. For example, in the kitchen, she sure pushes a mean mop; but it's the little things, like keeping track of my beer inventory where the ""executive function"" of her brain seems to be somewhat overwhelmed. Now, thanks to these BIC Cristal for Her Ball Pens, making a list or managing my beer inventory is no longer an intimidating experience for her.",Xerxes
1017,5.0 ,27 Apr 2013,"finally, a pen that helps me do math and other difficult man-tasks! until BIC Cristal for Her, I couldn't write anything down at all!",gobananas
1018,3.0 ,10 Sep 2012,"I tried to use this BIC to circle the good parts in my Kindle's ""50 Shades of Grey"" -- but it didn't work!",Book Buff
1019,1.0 ,29 Aug 2012,"Bic, now that you've successfully tackled the issue of feminine writing products, I think it's about time you turned your attention to yet another user group.  When will you finally makes pens for those of us who are left handed?",Denver Dan
1020,1.0 ,24 Nov 2013,"Dear Bic,",Susie Mah
1021,5.0 ,19 Mar 2013,"These pens are just as, if not MORE absorbent, than my usual tampons. Unbelievable. Thanks, Bic!",Kelly
1022,1.0 ,28 Aug 2012,"Before I purchased these pens, I was a staunch feminist, demanding to use the same pens that men use, bulky barrel and plain colors be damned! But the thinner barrel and pastel colors began to grow on me. Suddenly, I was carrying my Bic Cristal for Her everywhere I went...refusing other pens at all costs. Then I started thinking that I should quit my job, take up cooking and sewing and find myself a man to support me. Maybe even have loads of kids. All because of this incredibly feminine product made specifically for me and all the ""girls"" out there who just can't handle pens made for men.",ISO640
1023,1.0 ,12 Apr 2013,"I received these pretty pretty things for my birthday. I thought they were a high fashion accessory, they look so pretty in my purse and lying on the counter or desk,  and now, I come here, looking for feminine hygiene products, read the reviews, and find that people have been using them to actually write.",savvyshopping
1024,1.0 ,12 Apr 2013,"There are way too many in this packaging.  I live in Texas.  We're only allowed to have 6 of these in our home at a time ... or we are considered a ""dealer"" and could be fined.",Joe Lippeatt
1025,1.0 ,09 Nov 2014,"I tried every pen in the pack, and not one of them worked.  Ruined 16 pairs of panties, didn't absorb ANYTHING.  0/10 would not buy again.",Pixiekitn
1026,5.0 ,29 Nov 2013,"Thank goodness this comes in a sleek design! I would never want anyone to see me write ladylike words with a writing instrument that is puffy, pudgy or otherwise over standard size. I work so hard to ensure I fit into my dresses (even if I do need my girdle), and to have a pen that didn't compliment my ladylike hourglass figure would certainly be unappealing. Thanks ever so much, Bic!",Phall0106
1027,5.0 ,25 Jul 2013,"I've been using these pens for a while now. I mainly use them for writing recipes and keeping track of my monthly. Thank goodness these are now available because I tend to forget these sort of things. (I have three little ankle biters as proof. Woopsie.) As a bonus, these writing utensils automatically dot my i's with hearts and end every paragraph with xoxoxoxo. Thank you Bic for this amazing product. My husband and I truly appreciate it.",April in LA
1028,2.0 ,29 Aug 2012,"I pride myself on being a fairly masculine guy.  I have facial hair, I watch football, I grunt and scratch frequently and work out several times I week.  I ogle women, drink beer and believe a pickup truck is the highest evolution of vehicular technology.",J. Scott Wilson
1029,5.0 ,17 Apr 2013,"Finally!!  A pen for ME!!  When I saw this product the clouds parted and angels sang.  For ME!  Where was this product when I was practicing law and bemoaning the fact that I didn't have a pen that allowed my handwriting to say ""Hey,I may be a woman in a man's profession but look how girly and feminine the ink from this pen is!!!!!!""  And now in my second profession as a teacher I can use these pens to mark student papers with confidence, knowing that the ink that pours forth is screaming ""I AM WOMAN, HEAR ME ROAR (but in a feminine, non-threatening and dignified fashion)!""",Tamara T. Pitts
1030,5.0 ,28 Nov 2018,"I am every so grateful for a pen, designed just for my tiny girl hands. It’s not easy for us ladies to grab a regular ball point pen, and still look delicate and defenseless. Thanks to Box for making girl pens, in pastel colors. Such a steal at $9.95 for 4 pens! I didn’t know what I was missing until I grasped one of these pearlescent pink pens in my tiny lady fist. Now I’m ready to contour the world, maybe fight the patriarchy, or just make a list of cute men I would like to flirt with. Who knows the world is my clam and inside of it is a pink, pearl, pen!",CheeziB
1031,1.0 ,08 Nov 2014,"My 25 year old son was always popular with the ladies. He had lots of girlfriends in high school, and even thought of marrying his long term college girlfriend. That all changed the day someone gave him a pack of BIC for Her pens. Now he hangs out in gay bars and dates men and even talks with a lisp! Because of BIC, my husband and I will never have grandchildren! I hope they realize that this product is destroying families across America, and that they should consider pulling it from the shelves before any more parents have to lose their sons to the gay lifestyle all because of pastel ink!!!",Millennium Firefly
1032,4.0 ,01 Sep 2012,"This is a new day and age for women around the globe! As we progress further into society, and step further out of the kitchen and into ""the real world""--we need the tools to help us juggle our new found roles. Finally, a pen that can keep up with me: the ambitious business woman by day, devoted soccer mom by night! This pen multi-tasks just as gracefully as I do: it double's up as a spoon for when I'm cooking my secret recipe chicken noodle soup, or as a hair accessory for when I'm role-playing strict ""librarian"" with my husband and want my hair in a tightly wound bun only to dramatically pull the BIC Cristal For Her Ball Pen and transform into a sex-starved academic, or as a jumbo sized tampon when I get my ""monthlies."" I could not recommend this pen more, buy one for all the ladies in your life!",MalibuBarbie
1033,4.0 ,21 Nov 2014,After using these pens I feel like I am definitely more in touch with my feminine side and can relate to women much better!,Kevin02
1034,1.0 ,12 Apr 2013,"I am a man and I work in the life insurance industry; I use a variety of pens at all times - the pen is my tool for my profession. I had used up my last pen at an appointment, and in a bind and already starting to get late for my next appointment, I bought these. The appointment went fine, and I actually closed a case.",DionBMX831
1035,5.0 ,25 Feb 2013,"Thank you so much for these mood changing pens. I just wish I would have known about them sooner to save my doomed marriage. Despite being charmingly handsome and witty, I've always both been shy when meeting new women and found it awkward when it was time to break up. But these pens have changed all that for the better.",George
1036,1.0 ,18 Mar 2013,My girlfriend stashed one in my back pocket without my knowledge and now I always put the lid down on the toilet...  Thank you for stopping the fighting in my household...,Keveros
1037,5.0 ,29 Aug 2012,"""B... I... C?"" Esther shook her head in consternation. ""I can make nothing of it. Wherever did you get such a thing?""",Amazon Customer
1038,2.0 ,17 Apr 2013,"I bought these pens before I ""clicked"" on the ""Her"" part. Men beware! Do not even pick one of these puppies up; and I think I made a BIG mistake.  My hands and my handshake have become embarrasingly softer. I have, on more than two occaisions approximately a month apart, broke out in gender-confusion, felt abdominal cramping, and started crying. My doctor refused to check my estrogen and progesterone levels, and essentially blew me off (which really hurts.)And I'm having trouble in the mornings trying to decide what to wear; my closet looks all wrong, and I seem to feel actually attracted to my own cologne.",Thomas Allen
1039,5.0 ,28 Aug 2012,"In my homeworld, I was allowed to pretend strength by wielding a pseudomasculine pen. Then I came to the world of Bic. On this world, men are not deceived by false philosophies, and will allow me no other pen than the pen suitable for a female. They force me, then, to be a woman. The first man I ever met when I came to the world of Bic said ""You will use only a Bic For Her pen, and with you will serve me completely.""",Kaj
1040,5.0 ,25 Sep 2014,No way! I have been looking for this pen! Its lightweight so I don't have to us those masculine heavy pens! It also comes in pink and purple to really bring out my girly side! I also love the colors that match my skirts and dresses! I have been using the pen for a month and my pictures of flowers and puppies have really improved! Now that I use BIC for Her I have been attracting more guys! It also helps me do the chores around the house better and faster! Thanks Bic for Her for showing me that being a woman is great!,Alia Rasool
1041,3.0 ,21 Apr 2013,"I recently purchased a package of the  Bic Cristal For Her Ball Pens for my wife for our fortieth wedding anniversary. She was thrilled (what woman wouldn't be!), but the reason for my lowered rating stems from the fact that shortly after making the purchase, I began being visited at night by a succubus. I can't definitely prove that there is a connection between that and the pen purchase, but it does seem suspect. When I contacted Amazon regarding this, they emailed me a link to a page with shopping suggestions from other customers who have been visited by succubi. Seriously? How is Tuscan Whole Milk, 1 Gallon, 128 fl oz going to help with this? Although I did order some, since it seemed like a good deal and besides, who doesn't like milk?",Velodog
1042,3.0 ,29 Apr 2013,I feel my BIC Cristal for her Ball Pen is a little to much for me since I am getting up there in age. Maybe you could create a wrinkled rubber bottom so that I can grip it better with my delicate wrinkled old fingers. I think a Venus soft design would best suit women of my age group!,jackie Hall
1043,5.0 ,28 Aug 2012,"As a gay man I can only imagine the next demographic-specific pens!!  Will the gay male line have a special shape to make me want to grasp it?  Ahem... Obviously, it will have to write in rainbow colors!",Nicolobo
1044,1.0 ,28 Aug 2012,"Good God, Bic...what are you thinking?!? First you give women pens and next they're going to be able to do things like sign contracts and play hangman. Granted, playing hangman may not be that dangerous--though I don't the misandric ideas it may put in their pretty, little heads--but the signing contracts thing...that's going to lead to their being able to own property, file for divorce and start businesses. WTF, Bic...are you trying to ruin everything?!? What...is your company run by a woman or something, b/c only a woman could have had such a silly idea.",Yiannis Psaroudis
1045,3.0 ,12 Apr 2013,"These pens are great...they make me feel beautiful and feminine, since they are made just for a woman like me. The only problem I have is that...they don't match my kitchen. Seeing as I spend the majority of my days there, unfortunately they just don't work for me.",Sandwich Maker
1046,3.0 ,01 Sep 2012,Today I made the smartest investment I have ever made. More useful than the thousands of dollars spent on my college education. More integral than the car I drive. And more rewarding than my 12 year athletic career. I purchased the BIC Cristal for Her Pen.,Christy
1047,5.0 ,12 Apr 2013,"These pens sure are a large charge! With these pens, I have it made in the shade. I can take notes on how to be a better housewife instead of having to struggle with those clunky, masculine man pens that are simply too much for my delicate self!",LaurenW
1048,1.0 ,15 Nov 2012,I let my boyfriend use my Bic For Her pen when he needed to write down some Fantasy Football stats last Sunday and then he started ordering Magic Mike OnDemand.,Terry
1049,5.0 ,28 Aug 2012,"First we get to vote, then we get to have abortions (Thanks Roe vs Wade!), then we get to have jobs, then apparently our bodies can ward off legitimate rape babies, and now PENS?! We get our very own pens so that our fragile little hands can adequately withstand the daunting task of writing on paper? It's a great day to be a woman. Thank you BIC for another milestone for the fairer sex. REJOICE!!",Ivonne Azurdia
1050,3.0 ,27 Apr 2013,"The directions weren't clear enough. I am a male who used one of these pens and once I picked it up just to jot something down very quick I soon realized that I couldn't stop gossipping at work with all the ladies. I noticed I put the pen in my pocket, looked at it and read ""For Her"" and tossed it across the room! Manhood restored! Be careful guys!",Anthony Ljucovic
1051,5.0 ,28 Aug 2012,"I now cook, clean, stay home and make jello molds to match each and every color of those pens. The lime green with a hint of cherry and pineapple within make for an excellent snack when I use these pens to do the Sudoku (only on easy) or the word search. I relish these pens as I write mash notes to my husband. I dote on these pens. Without them, I might have never realized the void that existed in my life. Bless these pens and all that they mean to me. For without them I could not write properly, cursed as I was by the harsh black or blue (or dare I say red!) tones of those other pens. Those pens designed for men! Those pens that threatened my very existence as a woman. Those other, evil pens that sought to stop me from my true purpose in life, using the pens meant for me. Bless you Bic, and all that you have done for women everywhere. This ladies' only pen will save me from the male-tyranny that exists in the world of pens.",dibster
1052,5.0 ,02 Sep 2012,"I bought these pens after I finished my bachelor degree in accounting, and they helped me find my true self! What does a simple woman like me need with numbers? Why did I even thought about doing a masters degree! Those are men stuff! Women shouldn't go to school let alone college! Now I spend my days cleaning the house and cooking! Thanks BIC FOR HER pens! You've truly saved me from the monster I was turning into with those men pens! How could I ever repay you?",Dollhouse Dolly
1053,1.0 ,13 Aug 2014,I saw these beautiful PINK and PURPLE pens made just for her and my woman brain almost exploded. How amazing I thought. It's shiny and pink and made just for me. Of course I had to have them so I got the courage to ask my husband to buy them (as I am only a woman and the financial decisions are left to him) but alas he said no laughed and patted my head. Then I put on some hot pants and made dinner. But he did buy me a pink sponge to do the dishes with so we will push the beds togeather tonight and I will do my womanly duties and thank him properly.,jessica link
1054,5.0 ,16 Sep 2013,tnks 2 u i ken nau tek a riting klas! em so hopy! i olwes dreem uf speshul pen 4 mi!,Jessica Hopkins
1055,1.0 ,12 Apr 2013,"I gripped the pen in my feminine, orchid like fingers...and nothing happened. It didn't write ANYthing for me! Even when i said ""pretty please, Miss Lady pen, with sugar and frosty girl sprinkles on top!"". t just stayed still, like I was supposed to know what to do next, which DUH, is NOT MY JOB.",thatgirlthere
1056,1.0 ,29 Aug 2012,"Oddly, this product doesn't seem to work for lesbians.  I mean, I bought a pack and took them to the bar so we could create all of our football squares. Can you believe not one lesbian in the whole bar could get these things to work properly?  I'm completely baffled and somewhat suspicious.  I cannot recommend these pens to anyone I know.",Eileen Finn
1057,4.0 ,30 Aug 2012,"It's really more comfortable in the right hand than the left. Please fix that. Every time I write with it in my left hand my writing looks terrible and the whole motion feels painful and unnatural, I don't understand why.",Michel Floyd
1058,5.0 ,18 Apr 2013,"Do you have any idea how long I've waited for these things? Seriously. Every other MAN pen looks so plain and dull.. I can't stand writing with them. I saw these at Wal-Mart and I was shocked. They thought about us! I wish they were sparkly and matched the colors of the pen. I take it everywhere with me, it's like my best friend. I can actually relate to it now so it understands my problems. I let my boyfriend use it and I caught him peeing while he sat on the toilet. It was a public place and he squatted. He spends more time looking at his closet than I do now but that's okay. This time when I wear something hideous, he's either being honest or just actually paying attention..",C. G. Scarboro
1059,5.0 ,09 Dec 2013,"Oh my gosh! They're adorable, shiny, and I don't even need my boyfriend's help to get the cap off! Thanks BIC! Love the pink one!",Rebecca
1060,5.0 ,08 Nov 2014,"Okay, sure, so Cristal has an elegant design, and features a thin barrel and unique feminine style! But, CAN SHE TYPE AND TAKE SHORTHAND?",Joe Santos
1061,1.0 ,29 Aug 2012,"Men, don't stand for this. Aren't there enough products specific to women already? First it was tampons, now these pens? What other products will I have to suffer the indignity of being unable to purchase just because I'm a male person?",Dan Kaufman
1062,1.0 ,28 Aug 2012,"Bless me. I saw the ""BIC"" and the word ""her"" and assumed that this was an implement for the depilation of gross lower limb follicles that must be removed if I am ever to find a husband and therefore fulfill all of my life's dreams. Now I am sitting in the bathtub, legs covered in pink and purple marks. This must be god's sign that I should just throw in the towel and join a nunnery.",UmWut
1063,1.0 ,25 Feb 2014,"1.0 mm? Bic, don't you know that since us ladies know no only one sort of pleasure that we can not possibly be satisfied by 1.0 mm?",Amazon Customer
1064,5.0 ,12 Apr 2013,"...she could have written Wuthering Heights in half the time, simply by jotting a quick note down and sending it to any man requesting that he write it for her. And could you imagine how much more ladylike Frankenstein's Monster would have been if Mary Shelly had a few of these in her writing desk. What am I saying, everyone knows Mary Shelly cross-stitched every work of Frankenstein; or, The Modern Prometheus.",Southcbishop
1065,2.0 ,01 May 2013,"i tried this new pen; i wanted it to work for me.  alas, it just was not ribbed enough for my pleasure, to my profound dissatisfaction :(",cheryl
1066,1.0 ,04 Sep 2012,"My pens do not vibrate!!! I cant seem to figure out where a replacement battery goes.  Worst""For Her"" product I have ever ordered.",Exodus
1067,3.0 ,12 Apr 2013,"Up until yesterday, I was comfortable with my identity, my sexuality, my gender... but then I was given the BIC cristal ball pens, yesterday, when they came by mistake in my office's quarterly supply order. I was confused by the package on my desk, which blatantly broadcasted ""FOR HER"" across the array of pastel coloured pens. I thought to myself ""for her?? for who? Am I supposed to give these to another woman? if they were for me, they would say 'for you' on them, right? who is this 'her' person??"" So, I took the pens to my supervisor and asked who these pens were intended for.. I was told they were mine, being the only female in the office.",candace
1068,1.0 ,04 Mar 2014,"I'm appalled at where this country is headed. What will happen if we are allowed our own opinions-- or to write checks?? After all, men are to have dominion over me and, by golly, I demand it! I'm completely incapable of handling a checkbook, let alone finances! This product is a disgrace to women everywhere!",Kassi
1069,1.0 ,05 Sep 2012,"The word Cristal in the product name is very misleading.  There was no wine to be found at all in these pens. BIC, your pen is broke!",Debbie
1070,1.0 ,04 Mar 2014,"Before when I used man-pens I was able to think and write big important thoughts but now that I started using BIC for her pens, all I can seem to write and think about are living for my husband's happiness and cooking gourmet meals. Where did all my other thoughts go? Would NOT recommend these for anyone in professional work environments.",Rachel
1071,3.0 ,09 Nov 2014,They let ladies write now?,Sara_H
1072,5.0 ,30 Aug 2012,"As a woman of the 21st century, I like many others here have been struggling with the coexistence of my gender identity in the home and the place I have been attempting to fill in the man's workplace. The transition from object to subject is frustrating, and the more I attempted to work out these thoughts with my traditional BIC, the more I had trouble penning myself as an ""i"" instead of a ""her"". But not anymore! With BICs special lady pens, tired copies of the Feminine Mystique are no longer crossed out and scribbled on with frustrated postmodern thoughts (is there even an I?) but replaced with fun doodles, shopping lists, and sample recipes I've thought up (Betty Friedan has always harkened Betty Crocker to mind). What was I even worried about at the beginning of this post? I don't remember! Time to go shopping!",Barefoot and Pregnant
1073,5.0 ,28 Aug 2012,"I was so happy to find these pens!  They have filled a void in my life that I didn't realize existed.  I love ALL things ""For Her"" and these pens take me back to my pre-teen years.  And believe me, that is a long trip back, so these pens should be considered real miracle workers!  A tip for other gals looking for all things ""For Her"":  these pens work wonderfully, even when you use them while eating ""Herr's Potato Chips""!  The pens are real workhorses, continuing to write even when you leave chip grease, salt and little chip bits on your page.  The pens have answered my ""PMS Pig Out"" needs!",kaci
1074,5.0 ,10 Sep 2012,"Dear Mom,",cwick
1075,1.0 ,15 Sep 2013,"I bought these as a gift for my wife for not talking back to me in front of the help. Be forewarned, though, they only work in the kitchen and now I pee sitting down.",Stevie Dee
1076,5.0 ,29 Jan 2013,"Bic, you did us proud. Now I can go to work confident that my writing utensil will not only give me something pretty to look at and amuse me on a gloomy day, but will also show my male bosses that I'm not only smart but FEMININE too! Today I used the pink but tomorrow I might switch to the blue. I know the other 2 women in my office will be stealing my new pens in no time! And the guys will finally stop taking my pen supplies...",Chic
1077,5.0 ,30 Aug 2012,"I would really like to buy these pens, but my husband refuses to give me an advance on my allowance.",AbigailB
1078,5.0 ,21 Apr 2013,"Is it legal for women to write now? Be careful while using this. You wouldn't want the wrong people to find out. Don't worry ladies. I and my other male colleagues will help you gain freedom from the oppressive hand of tyranny that doesn't allow you this basic human right. Sure most people think it's wrong for women to write, but society has been wrong before. We can't do this alone however. We're going to need secretaries. So women everywhere grab your Bic for her, pack your 12 suitcases, and come. Come heed the call to fight for freedom. And with Bic for her on our side.. we can't lose...",Stephen
1079,5.0 ,01 Aug 2014,Sometimes progress is slow and sometimes it comes at the speed of raging hormones. So glad to have found these to finally satiate my beautiful wife...without them how would she have ever been able to fill out those job apps at the secretary mill. Thanks BIC...now that she is working how about some pens for the blacks?,DeSaavre Paige
1080,5.0 ,28 Aug 2012,"And I thought it couldn't get any better then floral scented douche. But amazingly, it has. I now have lovely feminine pens to write in my diary with. And draw my name inside hearts with Robert Pattinson.",Morning Glory
1081,5.0 ,14 Apr 2013,I can only assume that these are pH balanced for a woman. But I can confirm that they are indeed still strong enough for my pathologically masculine hands.,Delaminator
1082,1.0 ,03 Sep 2013,"I'm confused.  I love that there are pens for ladies, but what about the paper?  The pens are lovely, but not sure what to do with them at this point.",Shari
1083,5.0 ,09 Mar 2015,great,LISA YARNELL
1084,4.0 ,28 Nov 2013,"If I desire one of these pens, Do I have Gender issues? Could it be that my sexuality is in question?",William A McLaughlin
1085,3.0 ,28 Aug 2012,"The BIC Cristal For Her pen is just what a woman is yearning for today. She can take it into her hand, feel the long, hard, cylindrical case, stroke it, tease it, squeeze it -- gently, please! -- until the ink SPURTS out onto the paper in one long, slow, shuddering emission. A woman can find partnership and fulfillment in a pen like this. She can build her life around it and be proudly seen in public with this pen at her side.",RMD
1086,1.0 ,04 Mar 2014,"I have large, strong, working-woman hands and I find that these pens are too tiny for me.  They're made for women with very delicate hands.  Women who take shorthand, write messages to their bosses and jot down grocery lists.  I'm really pissed that they don't make them in larger sizes for women like me.  I'm sure I'm not the only woman who has this problem.  Large-handed women unite!  Let's write to Bic and demand equality in pens.",Susan Armstrong
1087,3.0 ,13 Apr 2013,"I have taken it upon myself to break these gender lines. I will buy these pens even if they say ""for her"". because, dammit, i want to live in a society where you can write with whatever pen you want!!!! whose with me???",Mr.Mann
1088,5.0 ,29 Aug 2012,"""It has a diamond engraved barrel for an elegant and unique feminine style.""",shamirum
1089,2.0 ,28 Nov 2013,"Now that I use these ""for her"" pens, my breasts have been growing at an alarming rate. I just purchased new bras a few weeks ago, and now they are so tight I can barely fit my ta-tas into them! If this continues, I may have to start ordering from a specialty store to find a bra that actually fits! Thanks a LOT, Bic!",D. Sanders
1090,1.0 ,30 Aug 2012,"I was round at my girlfriends house last night and while there decided to write a new gym schedule (as guys do), I noticed that she had bought a new pack of BIC 'For Her' pens and being a 21st century Iphone using male I didn't bother reading the warning label or instructions (I just click accept whenever a new user agreement pops up on my phone). So I picked up one of these pens in my rugged masculine hand and sat down to work on my paper and it wouldn't write! I kept rewriting the words and no ink came out. I called my girlfriend and when she picked it up suddenly she was able to write whatever she wanted. I felt like a fool.",Sam.Braham
1091,5.0 ,11 Oct 2012,"These pens have changed my life. Before, I was lost. Searching for meaning to my mediocre existence...why couldn't I have been born a male!? Then I would have the right to use whatever pen I wanted..But no, I went years with no pens...Scrawling my recipes and hair appointments in stupid pencil! But now...Oh, Lordy...NOW IS MY TIME!!! Now is the time for ALL WOMEN! WE SHALL WRITE! I panicked when I saw them in Wal-Mart. I had strayed from the grocery section, a woman's proper place in a store, and meandered through the aisles until suddenly...These BIC FOR HER PENS just jumped off the shelf at me in all their shining glory! Thank you BIC for finally fulfilling my dreams of being able to write in ink. OH HAPPY DAY!!! And for fulfilling the dreams of ALL WOMEN!",Marissa DeFoor
1092,1.0 ,28 Aug 2012,"This make me mad How come you not make pen, too, for me, me man, me? Me man! MAN! No pen, no man pen for man! Ugh! Me can make, work pen, pen work make letter TOO. Not lady alone! You make inaccessible, neutered pen, for eunuchs and androids, and lady pen, make lady-parts pen for princess, princess, but you, why you, no make pen for UGHH YOU NO MAKE MAN PEN! MAKE ME MAD INSTEAD! WHEN DAWN OF MAN TO COME!!!",Gabriel Arthur Petrie
1093,1.0 ,12 Apr 2013,"Remember the days when ""education"" and ""writing"" were exclusive to men? My how far we've come. Thank you BIC! BIC Pens - Smart enough for a man...but made for a woman.",Jimmy Ho
1094,5.0 ,08 May 2013,"Some times i lay down in the shower and pretend i am a shrimp, and then I use this pen to describe my experience.",ABCDEFG
1095,4.0 ,12 Apr 2013,Tried this with my BFF... They're so sparkly they can be used as fun make-believe unicorn horns. Minus 1-star because the bubblegum we affix them to our foreheads with gets in our hair sometimes.,DragonflyCrossing
1096,4.0 ,02 Mar 2014,I was never taught to use a pen.  Does this come with instructions?  Pictures perhaps or a link to a YouTube video.,hawaiihorses
1097,5.0 ,12 Apr 2013,"Will these pens make my ass look larger?  If they do, I will come back and change my review to 4 stars.",southernskies
1098,5.0 ,16 Sep 2013,"I have a desk drawer full of uncomfortably huge, embarrassingly male coloured phallus-like Ball Pens, all sitting there useless now that I am the proud owner of a lady's version. Bic have made up for the sexist handwriting implement market's ongoing inherent sexism with this wonderful feminine product. But alas, alack! What of the name? The word pens is still in use, and no amount of adding the word ""ladies"" or ""womens"" in front of it will take away from the fact that PENS is too masculine. How can women possibly be expected to write with PENS when the word is inherently masculine, but one little vowel away from a word sure to make a woman blush (hint: the letter is i)? How can she possibly be seen holding a PEN in public, knowing that the entire handwriting implement market is laughing at her expense? And don't even let's get started on BALL pens. Pure Filth.",Naturally
1099,5.0 ,23 Dec 2012,"After sexual reaasignment surgery, I still didn't feel like a natural woman.",Bobbi
1100,5.0 ,20 Apr 2013,"I love these pens! The make me feel like a natural woman, even in camis (military fatigues). It has also helped with my ability to correct other people's work and has improved my run time.",CDuke0806
1101,5.0 ,12 Apr 2013,"I made earrings from my pens after they ran out of ink. It would be impossible to throw them away after the deep bond I established with them. They make me more aware of my femininity than ever before. Also, I stick them in my hair bun on top of my head, and use them as chop sticks when I go out for sushi.",Jennifer S. Reisch
1102,5.0 ,16 Apr 2013,"They don't mention this in the product summary, but these pens truly ARE for ladies only. The pens have a special robotic weave built into the grip, made for sensing the gender of whoever grabs them. When a woman takes the pens, they release a highly effective and secret chemical into her body through her skin, and this chemical activates her inborn lady superpowers to transform her into a powerful and lethal housewife. However, if a man touches the pens, the weave inserts nanomachines into him that sap his testosterone and shrivel his manhood. Have you been reading the other reviews on this product? The mysterious effects they seem to have on women and men? This is the secret. I give you this sensitive information not out of the goodness of my heart, but I give it to you to USE.",beth of themyscira
1103,5.0 ,30 Aug 2012,"Finally, a pen for me. However, I have to start off with a couple of complaints. Numero uno: the pen is too phallic. It's like hello, can you be any more sexist by making a pen that's shaped like a disco stick? BIC needs to come out with a pen that is at least shaped like a V. Numero two: I love the colors, but I don't like just ""black"" or ""blue."" I need descriptive adjectives that don't have anything to do with the actual product like ""Midnight black"" or ""Obsidian blue."" I'd also settle for ""Pomegranate."" Or ""Mango"" OMG MANGOS ARE SO GOOD. I love putting mangos in my mouth. Numero thr33: WHERE ARE ALL THE ACCESSORIES? I want to dress my pen in glitter and bedazzling stickers. Otherwise, it's not really for her. It's for LOSERS.",John Smith
1104,5.0 ,08 Nov 2014,"OMG they are so shiny and pretty! So feminine and dainty and, like, what do they do again? I use them to pop bubbles!",Anna M. Weidemiller
1105,3.0 ,01 Sep 2012,"These are kind of thin, but perfect for light days. My only complaint is that there is no applicator which makes them slightly harder to use. I would say I'm sticking with Playtex but these colors are so vibrant that my girly glitter senses can't resist them! Also they are affordable so I can use part of my small, weekly allowance from my husband to buy them when he lets me out of the house every Monday!",L. Frank
1106,4.0 ,03 Sep 2012,"I thought that Freud's theory that women have ""Pen Envy"" has been discredited by modern psychologists!  But I am sure a mighty corporation like BIC has done its marketing research and determined that there is a need for this product.",Steven J. Hoffman
1107,3.0 ,27 Aug 2012,"The thinner barrel means you don't have to take your panties off, which is a plus, but the rhinestones should really be in a circle around the pen, so you get the benefit of their nubby edges even when the pen slips in your sweaty, trembling hands. Also, the fact that they're on that end rather than the cap means you risk the lid coming off in your fist, leaving shameful smears of ink on your fingers. Nice try, BIC, but next time, leave out the ink and stick in some batteries instead.",Esri
1108,5.0 ,28 Aug 2012,"I am recording the results of my gender-swap experiment for future generations of men who too, want to transcend manhood and step into the holy grounds of femininity. Another note, at the time, I was known as Michael, but now I am Michelle.",Michael
1109,3.0 ,12 Apr 2013,"I bought a pack of these for my girlfriend and 3 days later she dumped me, she said they were what has been missing in her life all along, and I was promptly replaced. She claimed they fulfilled her every desire in ways I couldn't imagine, so I guess these pens are great for the ladies but me beware.",valhallian81
1110,4.0 ,28 Aug 2012,"My 17 year old daughter seemed DOOMED to attending a public university, but I bought her a pack of these pens and now she's been accepted to Yale!",Wm Saunders
1111,1.0 ,28 Jul 2014,I bought these as a present for my wife who wanted something light and portable to make marks on paper. When they arrived she was delighted; they are very easy to hold one handed and even come with built in hook devices for vertical storage. Neat!,peter 666
