,index,Unnamed: 0,review_rating,review_posted_date,review_text,review_author
1503,1003,1003,5.0,25 Jan 2013,"For those who have been wow-ed by the performance of the Hutzler 571, I must tell you that for the past 3 months a friend of mine was asked to field test a prototype of the Hutzler 581 Slicer.  Although he cannot share details, he tells me that the performance and capabilities of the new model is off the charts!  He says that this new model is a real game-changer and that people need to hold off on their purchase of all fruit slicing implements until the 581 hits the market later this year or early next.  It looks like Hutzler has done it again!",saltzyman
1504,1004,1004,1.0,28 Mar 2013,"Unfortunately the Hutzler 571 Banana Slicer didn't work for me at all.  First of all, it was way too small.  When it arrived and I removed it from the box, I was confused.  I though to myself, ""How in the world am I going to slice a banana with this?  It's not even a foot long!""  I figured that since they sell these things, they must know more about slicing a banana than me. Since I already had a banana at home, I decided to try it out.",Uncle Dave
1505,1005,1005,1.0,12 Apr 2013,I gave this one star only because they senselessly wasted 570 bananas before they got the design right.  Hopefully they've learned from their mistakes and don't see an Apple 571 in the future.,Cash
1506,1006,1006,5.0,23 Jun 2013,"The radical and revolutionary redesign of the Hutzler 571 Banana Slicer was created by Anton Phillipe Wolfgang Van Sertima.  I am he.  Though classically trained by the finest learned professors at the finest institutions throughout Europe and the Orient, I have attempted to take design, and the confluence of both form and function, in a new and unique direction.  My goal was nothing short of perfection.  Anything less would have meant failure and would be unacceptable.  After 26 agonizing years of what I know see was folly, and 570 pathetic attempts of which I was ashamed, I have succeeded!",David R Waldman
1507,1007,1007,5.0,22 Mar 2013,"If anyone was searching for affirmation that we are puppets of the government controlled media this is it. Why hasn't CNN, Fox, Time magazine or any major media outlet alerted us about the Hutzler 571? Because they want us to be slaves to the kitchen, that's why. They know that if we spend our lives cutting bananas by knife we won't have time to ask tough questions of our elected politicians. Questions regarding the economy, global warming, the deficit, health care, well you get the idea. No, they want us to cut bananas by hand! But now, with this simple, yet cleverly ingenious time saving device, we can free ourselves from the shackles of oppression and unite the world-wide proletariat against the military-governmental-political complex! Let's all commit, regardless of what personal sacrifice we may face, to let our fellow man know there is a way to free ourselves from hand cutting bananas;  the Hutler 571! Shout the benefits of the Hutzler 571 from every mountain top (figuratively if no mountain top is near you) and free the world from the oppression of hand cutting bananas forever!!! People ""Our time is NOW"".",boatman
1508,1008,1008,5.0,03 Jan 2013,"This banana slicer proved most helpful when we had a very crowded presidents ball in the grand hall.  Several members of congress attended among several heads of state from the UK, Spain, and North Korea, among others.  Because of the variety of cultures represented, we wanted to reinforce our bold new ideals of equality and freedom that our great new nation is built upon.  The Hutzler 571 slicer provided equally portioned banana slices for each of our guests, and showed that all men are created equal.",John Adams
1509,1009,1009,5.0,12 Jan 2013,"I was generally impressed with the 571B's slicing capacities but I was truly amazed when I thought of all the other uses it has. First, I found not only can you slice your bananas but you can organize those banana slices within the 571b itself. It works best of you organize alphabetically but also works if you do it by measurement. Sadly, organizing by measurement only works in metric.",Toby the pin
1510,1010,1010,5.0,21 Dec 2012,"A strong economy depends on innovation and the development of new technology.  I can honestly say that the Hutzler corporation is contributing to these efforts with this breakthrough technology.  I understand their small, but much vaunted, research team - which brought us the Hutzler 571 Slicer - will not stop there.  A prototype of the 571a Slicer, which slices plantains, is reportedly ready for testing, and there are plans for the 571L, which slices bananas lengthwise, and the 571S, a modification of the 571L, which creates one perfect slice for the banana split lover.  There are numerous spin off technologies coming from this.  Rumor has it the research team was nominated for a Nobel prize, but they lost out (!) to a couple of guys who were dealing with cancer and stuff.",GadgetMaster
1511,1011,1011,3.0,13 Jan 2013,"I have a question. I am concerned about the ramifications of misusing this device. On several occasions I have sliced my banana with the stem end of the slicer to the bud end of the banana. It worked just as well that way but is this legal? It was intended to be used stem end to stem end I am sure, but it was TOTALLY inadvertent. I do not want to run afoul of the law, or something. Maybe such information should be posted with the directions?",Donna D. Braendel
1512,1012,1012,5.0,25 Jul 2013,I have long wanted to eat a banana but could never figure out how to. In researching this topic I stumbled across the Hutzler 571B banana slicer much to my delight.  I have jumped straight to the advanced stage of eating a SLICED banana while having skipped entirely the apparently difficult whole-banana-at-a time phase. This amazing accomplishment has improved my outlook on the progress of technology. If a banana can be manipulated this brilliantly the future will indeed be thrilling.,so happy
1513,1013,1013,4.0,11 Dec 2012,"After seeing so many positive reviews for this product, I simply had to order one for myself!  Well, it arrived earlier today, and I must say, I was flummoxed. After unsuccessfully attempting to use it as a garden hose attachment and then as a replacement alternator in my '75 Yugo, I found that simply removing one of the long sides with a band saw allows it to perfectly function as a hair detangler!  So, 4 stars for its lovely yellow curved design, minus one star for the unnecessary and confusing side piece. Thanks Hutzler!",linds
1514,1014,1014,5.0,19 Dec 2012,"as a mother to five, every single second saved is priceless. now i can whip through the bunches of bananas these savages hoover on the daily and have that much needed 'me' time i've heard about from the other moms. in fact, had it not been for the hutzler 571, i might have done something dangerous or reckless. what's even better is that it's really true what the product description says. kids really DO like to slice their own bananas...though they also like to pick their noses and eat it...so like, what the heck do they know?",bananakarenina
1515,1015,1015,5.0,12 Dec 2012,"I had quite a tough childhood growing up in Norfolk, England. When I was just a young sprout I was severely depressed. I have many fond memories coming home from school to find mummy cutting bananas on the front porch. She cut the bananas with such precision it brings a tear to my eye to this day. She then passed away during my teenage years when an illness cast its lots among us. It obviously chose the weakest link. It was quite a tragedy for my family. My depression became much worse. My father then had to take on the maternal role in the household which included cutting the bananas. He cut them so unevenly I was on the brink of suicide. The only thing that kept me connected with my mummy was her banana cutting. Then a miracle was sent from God. It was this amazing utensil the Hutzler 571 Banana Slicer. It cuts banana the same exact way mummy did. Thus curing my depression and saving my life! I don't know where I would be today without this amazing invention!",BaNaNaLoVeR
1516,1016,1016,4.0,01 Sep 2012,"I could only give this 4 stars rendering knives obsolete and therefore upping the percentile of child labor laws that are being broken.  The incidence of child labor in the world decreased from 25% to 10% between 1960 and 2003, according to the World Bank. However, it's on the rise again now that we no longer need to slice our own bananas with knives it's being left up to babies, latchkey kids and orphans. We no longer need to listen to all those mommy blogs that say ""Pointy sharp objects and babies don't play nice together."" Banana Slicer has solved the problem...or have they? Frankly I am also waiting for PETA to jump on this as the revolution of this banana slicer has made it so simple that even cats without opposable thumbs are now in on the action!",Nanner Puss
1517,1017,1017,3.0,10 Jan 2013,"I like my bananas a certain size and with a certain bend. I am shocked that when I placed my banana on the slicer it did not fit. I tried to bend my banana to fit the shape of the slicer, but it broke, causing a few of the pieces to be misshapen. I will no longer use this product unless they invent one for larger bananas.",Billy Gallo
1518,1018,1018,3.0,21 Mar 2013,"Whoever designed this was a genius. The idea to use state of the art ""space frame"" design to save weight between the two blades is brilliant.",Tom Harnish
1519,1019,1019,5.0,29 Dec 2012,"This fine piece of plastic heaven machinery has made my life without thumbs so much easier.  I love bananas.  I love making banana cream pie and banana muffins and breads.  When I lost both of my thumbs in a carwash accident five and half years ago, I thought well my banana baking days were over.  I was miserable and thought how could god be so cruel and leave my with no thumbs and no pie.  Good news is that  I might be missing my thumbs but not my cream pies.  Thank you Hutzler 571 Banana Slicer!  I've been told to start my own pie business and now that I have the Hutzler Banana slicer in my possession, I might just do that.  No matter if you have five fingers or four, this slicer will make your life a true pleasure when slicing a banana.",Bubba Shankman
1520,1020,1020,5.0,05 Apr 2013,What kind of batteries are needed? Hello? No info anywhere on this important detail.,Ol' Smoky
1521,1021,1021,5.0,02 Mar 2013,"why yes it is! Don't make haste generalizations. I'm not one to roll up into bars ill-prepared. Why do i carry it you ask? Lemme answer your question with another question: do you know what a slice of potassium will do for your game?? I went out with my homies the other night and I was trying to holler at a smokin' hot chick with some lame game and she kindly told me that she ""ain't no hollaback girl"" so I responded to her by saying ""this s*** is B-A-N-A-N-A-S"" ... and then removed my Hutzler 571 Banana Slicer ever so confidently. If I had shades, trust me, I woulda put them on because at that moment I felt undeniably cocky, like Kanye West. Flashing lights. Yea - I like to show off, so what. I quickly texted my buddy at the other end of the bar to ask him to bring me a banana. He did, because that's what homies do. Anything less would be uncivilized, bananarchy! Just before she was able to ask what I was doing I reached out, extended my index finger and gently touched her lips, as to say, ""shhhh. trust the process, baby girl"". I then peeled back that ish like level-20 casa nova would peel off a woman's clothes; confidently and flawlessly. She had a blank look, until I placed the naked banana into the banana slicer. ""Hi, I'm Alisson,"" she said. Being that we were in Hollywood she also asked if I have lots of money. I walked away, but I should've said ""yes, I have so much money that I sometimes rent out bars and smother barrels of peanut butter on the dance floors and roll around like a diabetic Scrooge McDuck while eating my banana slices"". But I didn't. Moral of the story, this is a game changer.",JJ McLaughlin
1522,1022,1022,4.0,13 Feb 2013,"i don't like bananas. i had a bad incident with one and a hospital as a child but, alot of my friends like bananas so, i ordered one of these for when we get together. i practiced with it first to make sure i knew what i was doing when guests arrived. it's very easy to use. my friends were baffled at my new banana slicing skills. the consistency is amazing. if my friends could speak, i'm sure they would say something like 'wow *insert my name here*, you used to suck at banana slice thickness consistency but now?! wtf?"" instead, they just grunt, jump up and down enthusiastically, occasionally smack the tops of their heads and throw their poo around. jane goodall wouldn't have taken as long to 'become one of them' had she been packin' one of these bad boys. thanks ronco!",Scott D. Schilke
1523,1023,1023,5.0,03 Aug 2012,"I have to say, I can't possibly think of a better use of one's intelligence than the creation of the 571B Nana Slicing device. Why on earth would anybody which to contribute to medical advances, or bridge he gap between nations whom have been at war for decades when you could spend the time creating this splendid product?",Xylophone Beggery
1524,1024,1024,3.0,14 Feb 2013,"I must admit that I was confused by this product and its purpose. When I received the Hutzler 571, I assumed it was similar to many of the other adult novelties in my vast collection. However, after attempting to use the product - apparently for something other than it was intended for - I soon discovered that I had engaged in a painfully blatant misapplication of its purpose. Well, the bad news is that my doctor told me that recovery for a perforated urethra is approximately 4-6 weeks. But the silver lining is that I will be featured in the May issue of the New England Journal of Medicine. I'm pretty sure it would do a great job at slicing bananas though.",Matthew D Kornhaas
1525,1025,1025,1.0,05 Feb 2013,"May I plainly state that my parents were of a different sort. Primarily, my father was a Mandrill and my mother Was a Civet.",T. Noonan
1526,1026,1026,4.0,10 Apr 2013,"Quite groundbreaking at the time it was developed, this devilshly clever device is starting to show its age. The company seems to have been content to develop a good product and then stop innovation and development. I would suggest that this item could be motorized. Given the vast strides we've made in battery life and size over the past decade...why not build in a battey and voila...an updated banana slicer that will be cutting edge? At the very least add Bluetooth, everything is better with Bluetooth...who among us has not had the cell phone ring while we are slicing bananas? Not one of us, I'll wager. Think of the time savings! I look forward to seeing an updated banana slicer on the market very soon.",JeromeGiraffe
1527,1027,1027,4.0,07 May 2013,"This slicer isn't quite on the ""bleeding edge"" of technology as I would have expected. Results are a bit choppy at times. A little noisy, too: the grinding noise really ripped my ears. I had imagined it would be nice to have a slicer with an alarm setting for overnight, so I'd have a banana ready for my flakes in the morning, but I'm afraid, with the biting noise, the Slicer would really cut into my sleep. Still, I'd like to see a folding model for travel, with inductive charging, and controllable from my iPhone. An Apple iSlicer, maybe. Would I buy it again? Sure: I'd peel off a few bucks.",Jesse
1528,1028,1028,5.0,14 Aug 2014,"This slicer was so amazing, I threw it up in the air in joy.  Sadly, the slicer hit my ceiling fan and became a deadly projectile.  It flew across and hit my cat who was happily sitting on the window ledge with such force the cat fell out of the window to the ground below.  Now every time I slice my bananas my cat pisses himself.  I think he has PTSD, I tried calling a cat whisperer but they ignored my pleas for help.",Nicholas
1529,1029,1029,2.0,25 Feb 2013,"When I ordered this product, the price seemed too good to be true.  I paid the extra $45 for next day shipping because I had a potluck to go to and needed to make a fruit salad.  Upon the product's arrival, I tore into the box, knowing I only had an hour before I had to leave for the potluck.  I had four bananas to slice, so I was thankful that the slicer arrived just in time.  Then I panicked.  No where in the ad did it say ""batteries not included"".  I tore the box apart hoping that there would be batteries hidden somewhere, but NO!  The only batteries in the house are being used for something MUCH more important:)",Amazon Customer
1530,1030,1030,2.0,07 Jan 2013,"I used to slice my bananas with a $100 Wusthof Grand Prix II 8-Inch Hollow-Ground Cook's Knife. Tedious man...just Tedious. So someone recommended this to me. Well... this is So uncomfortable to use because it has No Handle! You have to but your fingers in these Tiny little openings and Try to grip it. There is no real ""blade"" to speak of. And it smooshes the part of the bananas that you are trying to cut. This product Must be made in a country that Has No bananas. I mean... at some point before selling a product you really should test it out to see how it works. I'm Really not happy with it at all. I hope that the 572.A model is much better when it comes out.",Just A Guy
1531,1031,1031,1.0,29 Dec 2012,"I bought this banana slicer because i am challenged when it comes to horizontally slicing a banana straight and evenly -- that is, from end to end. Banana splits are my kids favorite treat, but it's just not the same when one side of the banana is hugely thick, and the other ridiculously slender. Or worse, sometimes there's this weird ""wave"" pattern down the inside edge of the banana from uneven slicing.",Jingle Bones
1532,1032,1032,1.0,21 Jan 2013,"I ordered the Hutzler 571 Banana Slicer after hearing raves about it from all my friends. Once I received the product, I went allll the way to Hole Foods to buy specially hand-reared organic free-range cornfed bananas from the plains of Kansas (GO 'MERKUH!). I arrived home, trembling with a mixture of excitement and trepidation for the upcoming banana slicing Beta Testing period, and discovered there is a FATAL Design Flaw in this product.",A. Gleeson
1533,1033,1033,5.0,27 Nov 2013,"Have you ever heard the expression ""the greatest thing since sliced bananas?"" Well, there is a reason this expression arose. When the stores opened at 1 am on Black Friday, I was at the mall first in line at the Sur la Banane to get three of these at a steep discount. But the workers there, forced to miss Thanksgiving in order to cater to big banana-slicer fans like me, tipped me off that the metal slicers on the other models tend to rust when they get banana gunk on them. I got my Hutzler 571 and have never looked back!",M
1534,1034,1034,1.0,28 Sep 2014,***NOT A SEX TOY***,Joe
1535,1035,1035,5.0,27 May 2013,I have been a loyal customer of Hutzler Banana slicers since back in the days of Hutzler 1 Banana Slicer. I am very loyal. I have heard that Hutzler just unveiled the upgrades that will be available on the 572 that will be released in the fall. I will be one of the people camping out at the Hutzler Store hoping to get the new model. They say that the 572 will be thinner and make paper thin banana slices. You will be able to adjust the slice size. There is also a color code to tell if the banana is ripe or not. Green not ripe. Brown beyond ripe. The future of banana slicing is now people! What a great time to be alive!  I will keep my other Hutzlers though. I wouldn't dare throw away or trade in the older models. We have had so many magical slicing memories and laughs. They are like family to me.,Tim Pickett
1536,1036,1036,2.0,05 Apr 2013,"After a traumatizing sexual assault at a Justin Beiber concert, a close friend gave me a self-defense kit to take matters into my own hands. Included in the self defense kit was a rape whistle and most importantly the H571 banana slicer. However, I quickly found the banana slicer was affective only at extreme close proximity and dexterous angles. I decided learning to kick em in the balls was far more effective. H571, I would appreciate it if you would stop advertising yourself as a possible self defense tool.",Shayler
1537,1037,1037,5.0,27 Feb 2013,"At last, a product which breaks through the boundaries of time, space, and known physics. Imagine my surprise when I began to slice my banana with the 571, and a small black hole formed. From one side of the black hole shot out extremely hot gas and other matter. From the other side, 18 perfect slices of banana, all of which completed double back flips before landing in my cereal bowl. The Hutzler 571 sliced banana slices went on to perform a synchronized swim routine in my bowl amongst the milk and Raisin Bran bits. When I loaded a banana slice onto a spoon and placed it in my mouth, the taste of solid gold filled my taste buds.",BookLover16
1538,1038,1038,1.0,16 Jan 2013,"I know that there are a lot of people who really love this product but I found it to be another example of shoddy, half-baked design. For one thing, there is no way to adjust it to fit different sizes and shapes of bananas so you have to bring it to the grocery store with you every time you go shopping, to make sure that you don't buy bananas that won't fit it. But even more disappointing is the fact it doesn't come with some kind of device for removing those little stickers from the peels. How stupid is that? It reminds me of the other food-related appliance I ordered last summer that you put inside a bag of ballpark unshelled peanuts and it shells them and shoots them (more or less) into your mouth. Unlike the banana slicer, it works pretty well, except for the fact that they made the power cord way too short. What were they thinking?",Estelle Daphne Venable
1539,1039,1039,3.0,03 Jan 2013,"When I spotted this product I was really excited and I almost purchased it. But while researching banana slicers I came across another product that excited me even more!!  That's right, I found the Chef'n Bananza Banana Slicer! Two products in one. ""What's that,"" you say, ""What two products in one?"" Well, just look at that might mechanical marvel. By day a banana slicer and by day you can perform your own bris! How can it get any better?",Kindle Customer
1540,1040,1040,5.0,10 Jul 2013,"When I was a POW in Korea, the Huns made us slice our bananas with the severed fingers of angry monkeys. Our cholesterol levels were through the roof. But then the Geneva Convention intervened and forced those French-speaking sons of [expletive] allow the Red Cross to provide us with the Hutzler 571 Banana Slicer. When that first box of banana slicers arrived, it was like the sun rising for the first time. It turns out that this thing slices bananas and Germans equally well, and by the end of the day we were so loaded up on neat portions of potassium that we were able to throw off our chains and rampage through Tokyo, winning the war. God bless you, Hutzler 571 Banana Slicer! God bless you!",bmac
1541,1041,1041,1.0,07 Jan 2013,"Okay, I have purchased at least 25 banana slicers with more on the way.  My husband eats at least two bananas a day and I ususally eat one, so in order to have a slicer for every banana, I'm going to stock up. How awful would it be to have a bunch of bananas and no way to slice them?  Can you imagine putting a whole banana in a bowl of cereal?  That would mean finding an elongated bowl to fit the banana ~ more purchases, of course.",Witchyme
1542,1042,1042,2.0,11 Jan 2013,"Here I am on day 861 of being clean and sober from my banana slicing addiction.  After seeing the rave reviews of this product, i couldn't help myself any longer.  Purchased the banana slicer and had it overnight shipped because i could not take the stress of not slicing bananas any longer.  I received my product the next day, nails chewed completely off because i could not stand the anticipation.  I went straight to the local grocery store and purchased all the bananas in the store.  I am now on day 4 of my banana slicing relapse.  Cockroaches are starting to infest my house because i am not able to take the time to take out the trash of used banana peels and i can't eat all the bananas i have sliced.  I have not showered and don't know whether the fruit flys are because of me or the rotten bananas.. The only reason i am here to write this review is because i missed my weekly session w/ my therapist and he got concerned that i had relapsed and paid me a visit.  Since this product has been the talk of the street he advised i get legal advice because there are no warnings that state the addiction this product can cause and what it may do to others who were already working on their banana slicing addiction.  Overall I am pleased with this product but am not pleased in the spiral it has sent my life back in..",Scott
1543,1043,1043,1.0,27 Sep 2013,"Ok, so here's the thing. My husband bought me the Hutzler 571 Banana Slicer as a joke. We were reading the reviews and laughing along hysterically with everyone... it was great. So imagine my surprise, and my chagrin, when this THING showed up at my house! I guess he thought it was funny. Normally I would be more than inclined to agree with him. But let's face it; this thing is far too powerful to have in the home. As a matter of fact it is still in its packaging unopened, hidden in the far reaches of my pantry. I have even stopped buying bananas to avoid using the thing! My husband doesn't understand but how can he not?!?! I mean he bought the thing, he held it in his hands. THERE WERE NO CLEAR INSTRUCTIONS! What if I go to use it and it blows the house up? What if I try to use it and it slips from my hand and slices my foot into perfectly shaped pieces that are ideal for the cereal bowl!? There is nothing ""safe"" about the Hutzler 571 Banana Slicer. I don't care what these other reviews say. I am going to simply use my safe and secure knife to cut my bananas. This is no joke, and the fact that my husband even bought it for me after he held it and felt its raw power and unknown capabilities, well it simply makes me wonder about our relationship. Does he want me to hurt myself or does he think that I can handle that much raw power? Is my marriage on the rocks or ready to be taken to the next level? WHAT DOES IT ALL MEAN?!?!?! Heed my warnings dear shoppers, this thing, this Hutzler 571 Banana Slicer, it needs to be melted down and sent to the far reaches of space; far, far away from the unsuspecting public.",She who reads
1544,1044,1044,1.0,02 Jan 2013,"I'm very disappointed.  After reading the rave reviews on this product and how well it works, I have to conclude that mine must have been damaged in shipping or is defective.  For some reason, I simply cannot get it to slice straight!  I just get two really long, crooked, banana slices, and they are not round as advertised.  I've tried almost everything, but it just is too difficult to hold the banana straight while slicing.  First, I peel the banana (DUH!) then hold it vertically.  But it keeps either breaking the banana when I bring the slicer down, or the slices are just not very straight - not to mention I only get two slices instead of the advertised amount.  I've tried just about everything.  I've held the banana between my knees, but it makes a mess (and it gets all over my hands).  I tried clamping the banana vertically in my shop vice, but that makes a mess too.  Maybe they should look into making some sort of banana holder to go with this product.",Amazon Customer
1545,1045,1045,1.0,07 Jan 2013,"I got my mom a Hutzler 571 Banana Slicer for Christmas. Perfect gift right? Something she didn't have and probably wouldn't buy for herself, in essence I nailed it. She loved it! she went crazy and sliced every banana in the house. she was even calling her neighbors to bring their bananas over so they could see the wonder of this invention. Yeah I'm happy that she loves it n stuff but, I'm going to tell you the downside of this so called greatest invention ever!  No more banana bread. Yep that's right now I when I visit my dear mom there is no banaa bread slathered with rich creamy butter. See now that she is able to slice her bananas there are no more left over half blackend bananas around to make......yep that's right banana bread. All I can say is thanks alot Hutzler 571 you have taken from me my favorite snack and and a time honored tradition of bonding with my parents over a cup of coffe and a loaf of banana bread.  Before buying this item for your mother, wife, or gay live in lover. Remember for every action there is a equal and opposite reaction. In my case 100% negative I give thise product one star.",butchpontiac
1546,1046,1046,5.0,07 Nov 2014,oh.,J. Kramer
1547,1047,1047,5.0,31 Jan 2013,"Ill tell you what I haven't cooked let alone eaten for years. After my first banana slicing incident I was to afraid to re-enter the kitchen, and my love life took a nose dive.",Tyler Nicholas
1548,1048,1048,5.0,15 Apr 2013,Hey everybody!!!,SalsaShark
1549,1049,1049,5.0,05 Jan 2013,"Tired of struggling with the cumbersome task of slicing the daily banana? Slipping. Sliding. Squishing. Squashing. Fumbling about this elongated fruit is tiresome and often frustrating. Well look no further my friend, BEHOLD the Hetzler 571B Banana Slicer! This ingenious device can cut your slicing time in half, ninja style! Now instead of the usual 22 seconds it takes using old, out-dated knives, you can get the job done in under 21 seonds. Amazing! This is the only kitchen tool you will ever need. It does everything! Grates cheese, chops garlic, and even mops the kitchen when you're done! Thank you Hutzler for such a life-changing product.",Bananananananananaana
1550,1050,1050,5.0,28 Dec 2012,"I'm so glad they shaped the 571 like a banana.  I can't tell you how many times I've accidentally used the wrong appliance, like the toaster, to slice my bananas.  Before this, slicing bananas used to be so dull and boring, but now everyone in my family fights to use this thing.",Michael W. Bailey
1551,1051,1051,5.0,26 Jul 2019,Finally! I have waited so long for a way to slice bananas. I’m done living like an animal and biting them! However I see from the reviews that they only work on right facing bananas :(,Amazon Customer
1552,1052,1052,5.0,11 Jan 2013,"This Banana slicer changed my life! Stop slicing bananas with your knives, and get a state-of-the-art new invention, a banana slicer. These are NOT sold in stores so you must but them now! Buy many of them for friends and family as the price will skyrocket soon! They are ONLY 5$! In a month, I can guarantee you that the price will move to AT LEAST 100 dollars, so act now! They make for great birthday gifts. You have not lived life to the fullest unless you have owned a Hutzler 571 Banana Slicer!",Michael
1553,1053,1053,5.0,20 Dec 2012,"With this slicer when my friends and I have fruit fondue and chess parties, I'm now the MAN and life of the party, they have no idea how I get there so early and have such even slices!  When you hit the chess party with these beautiful slices, across from the anapomorphic hottie, it's check MATE for you sir!  She's gonna love your banana!",thisguy
1554,1054,1054,2.0,05 Apr 2013,I was looking for a plantain slicer but I guess I'm still up a creek.  We plantain lovers are always left out in the cold with no options for slicing.  When will this discrimination end?!,Jason Gray
1555,1055,1055,3.0,07 Dec 2012,HELP! This seems like it could be the answer to my prayers...however once I skin the banana and throw away the bone...I am left with nothing to slice!!!!,Eunectes
1556,1056,1056,1.0,05 Apr 2013,"This banana slicer makes no allowance for bananas of larger or smaller sizes (i.e. baby bananas); it is really only compatible with one specific size and shape of banana. Furthermore, the slicer's color of yellow is discriminatory against unripe bananas, green bananas, red bananas, etc. Plantains should be particularly outraged at this indignity to bananas everywhere. I would recommend contacting the ACLU and filing a banana class-action lawsuit. This banana slicer is a bigot and impugns bananas the world over!",tricksy hobbitses
1557,1057,1057,4.0,02 Dec 2012,"Be careful, this thing is sharp. I had hoped to only partially cut my banana, as I like to break off pieces and enjoy through out the day. But even with minimal pressure exerted, the 571 Banana Slicer ripped right through to the other side, leaving me to carry all 18 banana medallions in my hand. I think some sort of preventative measure is necessary to correct this problem, otherwise I would have given it the full 5 stars.",The Dude
1558,1058,1058,1.0,30 Dec 2012,"I am dismayed to find the 571b only cuts the banana in a horizontal fashion and not vertically as I prefer, so as to feel like i am in fact eating four skinny bananas and not one fat one or twenty little annoying slices.  (an old weight watchers trick)  I have no need for a banana slicer that only cuts horizontally  and will be returning it immediately.  Please Consider adding this option to the 571c!",carps
1559,1059,1059,3.0,21 Feb 2013,I wasn't sure how to rate it - I haven't gotten to use it yet! I was sitting on my front porch waiting for it to come; after reading all the reviews I was SO excited to use it. I open it up - NO BANANAS!!! Imagine!!! They could have warned me! And do you know how hard it is to find fresh bananas on amazon? And now I'm going to have to wait for shipping?! They could've done better.,The Mike
1560,1060,1060,5.0,21 Dec 2012,"Sure, the Hutzler banana slicer is a dream come true for those wanting banana slices (aka ""banana coins"" or ""banana wheels"").  Upon delivery of the Hutzler slicer, however, my family, which has a very mature palate, started experimenting and came up with innovative combinations: a salad of sliced bananas, dill pickles, and boiled hot dogs; slices of banana and smoked eel (yum!); slices of Godiva chocolate truffles and banana *skin* with chipotle ranch dressing; and - our favorite - slices of banana, tender sea cucumber, and hardboiled egg tossed in a Coleman's dry-mustard vinaigrette.  My point: explore the many possibilities.  Your pantry is your canvas - be creative!",James B.
1561,1061,1061,4.0,25 Jan 2014,"As a child I used to slice my bananas at my grandparents bakery using their bread slicer. But to my chagrin they would always get upset when they caught me doing this. They'd say things like ""You'll jam up the machine!"" And ""this is why your father left you!"" Those comments hurt and made me feel abandoned. Since I've found the Hultzer 571 Banana Slicer, no one yells at me for slicing bananas. I still feel abandoned though, so I only gave 4 stars for what is otherwise an ingenious, extremely versatile product.",Pen Name
1562,1062,1062,5.0,12 Jan 2013,"I got on the smoothy kick, you know, wake up go for a run and throw all the goodies in the blender. Bananas go in every day and I'd always waste so much time cutting my banana slices just right so I could throw them in the blender and make that smoothy perfect. Well that all changed when I found this amazing invention. I bought two Hutzler 571's for my banana and its looking as spiffy as ever. Someone told me ""Hey you don't need to cut the banana into slices before it goes in the blender!"" I laughed in their face because obviously to get the right viscosity for my morning smoothy there is no other way. The Hutzler has changed my world. In fact I can slice a bunch of bananas now in the time it used to take to get one done. I can freeze all of those sliced bananas and I don't have to work so hard for that morning smoothy. Plus I like bananas as a snack and I put peanut or almond butter on them. Now I can slice em up and put them on a plate with the nut butter of my choice and eat it with a fork. Its crazy! I never knew. The last benefit I want to mention is the slicer is the right size for every banana I have ever come across too!",Ro
1563,1063,1063,4.0,21 Dec 2012,"I admit that I was a bit skeptical about this product.  I have been a banana segmenting aficionado for quite a few years, and I thought nothing would ever replace my ever-faithful pocketknife.  But now, not only am I always ready for banana dissection, but as a firefighter-paramedic I am fully equipped to provide life saving measures.  The Hutzler 571 allows rapid removal of multiple layers of clothes, open patient airways to assist with breathing, or extricate trapped victims.",firemedic744
1564,1064,1064,1.0,08 Jan 2013,"So the product description says it's ""great for cereal""??? I've been trying to slice my cereal all day to no avail.  Great for a banana?  Oh yeah.... Great for cereal?  NO SIR!!!  I'm taking my cereal slicing business elsewhere thank you.....",Ryan
1565,1065,1065,1.0,05 Apr 2013,I don't know man..,Neh
1566,1066,1066,5.0,11 Feb 2013,If monkeys are just like humans why didn't they invent the banana slicer. You monkeys think you're so great Just because you can hold stuff cause of your thumbs too.,Amazon Customer
1567,1067,1067,2.0,11 Jan 2013,"After a little trial and error, I thought the product worked pretty well.  But the instructions are poorly written.  I didn't know, for example, that it was reusable.  After buying 240 of them, I feel slightly duped.  But live and learn, right?",Pchatzky
1568,1068,1068,4.0,06 Feb 2013,"Don't be hornswaggled by the rave reviews encouraging you to get one of these banana slicers. Get two! At least then you'll be able to use them for something useful when you have two bananas to slice. Who on Earth needs a ""banana slicer"" to slice a banana? Seriously?! Who doesn't? It has really changed my banana slicing routine. Into a routine, I should say. Before this little beaut was added to my room of kitchen contraptions, utensils, and miscellany I used a common butter knife to butcher fruit. Not. Any. More. This is a must-have for any yahoo with banana troubles. It could probably be used to slice other banana-like fruits if you are handy with kitchen stuff. Much nicer than putting my whole banana in all at once!",J. Steinhebel
1569,1069,1069,1.0,29 Jan 2013,"I will admit that it does slice bananas (that is, ONCE YOU TAKE OFF THE PEEL YOURSELF.)  However, for the money you spend (+shipping), you'd hope it could slice a few other fruits and veggies.  I understand you are not going to be slicing Coconuts with this thing, but at least it should cut an apple, pears or some carrots.  I'll wait for the Hutzler 572 before buying another one of these.",Jeff Grace
