,0
204,"I'm very impressed with these earbuds. I didn't know what to expect given the mixed reviews and the price but for my purposes they are perfect. Sounds quality is good, better than any other budget Bluetooth headphones, I'm yet to test battery life but impressed by the charging case they sit in when not in use. They are good quality and we'll packaged. If you're after some earbuds but don't want to break the bank give these a shot, you won't be disappointed."
205,"I am very pleased with these earbuds It is worth taking your time getting the right size buds for your ears, but once that is sorted, they are a pleasure to use. I use them when out walking as they are very comfortable and discreet I also you them when exercising on my elliptical which is very vigorous and they are secure and not affected by my sweating Update I looked for some time for a pair of waterproof headphones, and have purchased three other makes. Having used these now for several months I can say they are the best set I have ever had. Comfortable, good sound, unobtrusive and secure. Still highly recommended Further update I read people are saying THPPthese earbuds are not a good fit. In my experience the secret to a good fit is to fit into the ear as instructed, AND THEN ROTATE to secure It is described in the instructions, but not very clearly"
206,"je pense que la réputation de ce casque n'est plus à faire(vu les + de 1000 avis *-*).j'utilise ce casque depuis plusieurs mois déjà et j'aimerais faire part de mon expérience aux futurs acheteurs de celui-ci. Qualité de construction 3,5/5 Commençons par les points négatifs, le plastique fait assez ""tcheap"" (non plus à ce prix la on s'y attend un peu)néanmoins le casque est solide et ne montre aucun signe de faiblesse. les boutons, quant à eux, tremblent un peu lorsqu'on on court (rien de choquant mais je voulais quand meme le préciser),ceux-ci sont assez bruyants et ne sont pas très pratiques au début,on se trompe souvent de bouton car il n'y a pas de distinction entre eux(c'est juste un cercle et s'y on appuie en haut ça augmente le volume, au centre ça met pause, bref vous m'avez compris)mais heureusement, c'est assez intuitif et on s'y habitue vite . je dirais aussi qu'en apparence,le casque fait très ""tape à l'œil""(surtout la couleur rouge )et on m'a fait plusieurs fois remarquez que le casque était très gros,non plus ça ne m'étonne pas,supra-aural oblige… Confort 3,5/5 en parlant de ça ,coté confort le casque est assez confortable,les oreillettes sont orientables,les mousses recouvrent bien l'oreille néanmoins après quelque temps le casque commence a me faire mal, seulement sur le haut de l'oreille gauche, attention donc à ceux dont le cartilage des oreilles est sensible. mes deux frères le possèdent également ce casque et ils ne m'ont jamais fais part de ce problème. Connexions 4/5 je trouve la possibilité de pouvoir le brancher en Jack très pratique: quand je suis chez moi,je le branche et quand je suis en déplacement,j'utilise le Bluetooth. Bluetooth qui est au passage, très pratique, sur mon ancien casque (un philips à 60 euros quand meme),il fallait aller dans les réglages du Bluetooth à chaque fois que je voulais l'utiliser. mais sur celui-ci le casque se connecte automatiquement et quasi-instantanément au dernier appareil connecté, si vous voulez le connecter à un autre appareil,il vous suffit d'appuyer 2 sec sur le bouton central jusqu'à ce que vous entendiez une voix dire ""Sound one connected"".il peut aussi se connecter à plusieurs appareils Bluetooth en meme temps(votre pc et votre smartphone par exemple) un autre détail qui m'a dérangé, lorsque la batterie du casque commence a etre faible ,cette meme voix mécanique et assez stridente nous répéte sans cesse ""battery low"" alors qu'il reste encore une demi heure d'autonomie au casque ! à vous donc de choisir, avoir une demie-heure en plus d'autonomie mais devoir endurer cette voix agaçante qui répéte sans cesse ""BATTERY LOW"" ou avoir une demi heure en moins d'autonomie et avoir l'esprit tranquille. PS: j'avais prévu de noter cette rubrique 4,5/5 mais malheureusement le cable jack du casque s'est cassé quelques mois plus tard, il ne fonctionnait plus et on entendait une sorte de grésillement en le branchant, je tiens à préciser que ce n'est pas dramatique pour un casque à ce prix la,le cable était offert et vous trouverez facilement,sur le site ou vous etes actuellement,des tas de remplacement pour seulement quelques euros . Autonomie 5/5 L'autonomie du casque quant-à elle,ne me pose absolument aucun soucis ,en effet, j'utilise le Bluetooth quand je suis en déplacement ce qui fait que je peux rester plusieurs semaines sans le recharger(et au pire si vous avez peur qu'il vous abandonne,vous pouvez toujours le brancher en filaire et c'est reparti ) Son 4/5 cote son ,je ne suis pas particulièrement un expert donc je ne vais pas m'aventurer maladroitement dans des terrains inconnus, je préfere laisser cette tache aux centaines de gens plus compétents que moi,que vous trouverez en scrollant sous mon commentaire. Ce que je peux dire en tant qu'utilisateur lambda c'est que lorsqu une source sonore est jouée,on entend une sorte de biiiiip dans le lointain,ce n'est pas dérangeant et ça ne s'entend que lorsqu'on met le volume très bas,mais honnêtement qui écoute ça musique à 5% du volume sonore… NOTE FINALE 4/5 pour 35 euros ce casque est un Très bon rapport qualité prix et vous ne trouverez aucun casque à ce prix la étant aussi bon et aussi peu cher en grande surface les seuls bémols que je peux en tirer c'est : -les controles à améliorer -l'apparence un peu tape à l'œil mais c'est subjectif -pas confortable pour certains merci d'avoir lu et j'espere que mon avis vous sera utile (*-*)!"
207,"Casque Bluetoot, qui fait bien son travail, la qualité du son est super, on entend plus les bruits extérieur, une fois la musique lancé ont est vraiment projeté dans notre musique c'est extra. La boîte contient le câble USB pour recharger la batteries et d'un prise jack double sens avec un manuel d'utilisations en français, anglais, japonais,espagnole et italien. En brefs je suis satisfaite de mon achat, adieux les casque à files."
208,"j'avais deja acheté un casque mpow bluetooth il y a 2 ans, il fonctionnait mal, et du coup j'en ai repris un autre. Il faut s'habituer au plastique un peu cheap de la marque, mais sinon les coussins pour les oreilles ont été aggrandi par rapport au modele precedent, ce qui a accru la qualité sonore, sans faire chauffer les oreilles. le casque passe aussi bien sur la TV (samsung) que sur mon ordinateur portable (windows 10) que sur le téléphone galaxy S7. le casque est leger, et on peut regler la taille parfaitement sur la tete. il se plie ensuite dans une pochette pour gagner en espace de rangement par la suite point a ameliorer durant le parametrage ou lors du demarrage, on entend un bruit ""statique"" desagréable, le son des basses est médiocre, de plus, il faudrait un peu ameliorer l'interface de parametrage du casque, car on paire, reinitialise, puis repaire, etc.. on se sais plus ou on en est, surtout si on change d'appareil frequemment comme moi. point a voir par la suite, si la batterie tient sur la durée et si l'arc ne se defait pas a force d'etre plié a chaque utilisation"
209,"Quand j'ai vu ce casque à ce prix je n'en attendais pas grand chose. J'ai été tellement surpris de la qualité de ce casque. Le son est très bien (peut-être pas parfait pour des puristes) pour l'écoute en ville, dans les transports, sur un téléphone, sur un pc windows 10 (pas seven), etc. Il est robuste car je l'ai déjà fait tombé plusieurs fois sans problème. Il entoure bien toute l'oreille donc c'est très agréable même si on le porte très longtemps. Et la plus grande des surprise c'est son autonomie !!! Il se recharge en quelques heures (3 ou 4 de mémoire mais je le laisse une nuit donc je sais pas trop exactement) et ensuite je l'utilise pendant des mois sans le recharger au rythme d'une heure matin et une heure soir les 5 jours de la semaine... SI on calcule ça fait au moins 80h, c'est dingue ! J'ai jamais vu ça :) Et même si on me prend pour un marseillais, imaginons qu'il tienne que 50h, c'est déjà génial ! Voilà. Je l'ai recommandé à une ami, en rose, elle est ravie aussi. Et si jamais je dois en racheter un ça sera celui-là sans hésiter !!!"
210,"Très Léger, grosse autonomie, confortable. Je le trouve très bien, rapport qualité prix top. Un son propre. Je l ai acheté pour écouter la télé (film) et écouter la musique avec mon iPhone, mes casques filaires ne font pas mieux en qualité."
211,"J'ai acheté ce casque un peu en urgence. J'ai des travaux dans mon immeuble et ils sont tellement insupportables, que je ne savais absolument rien entendre, que ce soit PC ou télé. Du coup, je cherchais un casque qui m'aurait permit de camoufler les bruits de travaux. Le casque est donc parfait pour moi ! Plus de travaux et un son agréable dans mes oreilles, d'ailleurs, la puissance du son est plus élevé que sur mon pc. Il est confortable et les ""coussinets"", enrobent bien mes petites oreilles. L'avantage, c'est qu'il peut être sans fil ou avec (le point négatif, serait d'ailleurs la taille de ce fil, je ne peux donc pas le connecter à ma télé). Il se recharge par USB et on reçoit une petite pochette pour glisser le casque dedans (qui d'ailleurs se plie). Bref, je le recommande ! A voir sur la durée. PS: je l'ai pris en gris !"
212,J'avais trop confiance au produit mais je me suis trompé il est très très bien bonne son bien pour les tables de mixage il est filaire et Bluetooth en même temps c'est ce que je cherchais merci pour le prix
213,"Recibido en perfectas condiciones y rápido. Lo compré porque necesitaba unos auriculares bluetooth para utilizar con mi tv samsung ks9000 y van perfectamente, es cierto, la batería dura mucho...unas 15 h. El funcionamiento del bluetooth es correcto, dependiendo del dispositivo con el que se use tiene más o menos alcance de señal, por ejemplo, con el tv y con puertas por medio alcanza unos 5m cortándose un poco la señal en algun momento, pero con smartphone y con las mismas condiciones no, así que depende del bluetooth del dispositivo al que nos conectamos no el de los auriculares. Por otra parte el sonido, por el precio que cuestan no puedes esperar lo mejor, no sería muy sensato, pero la verdad, calidad/precio está muy bien, en mi opinión. La verdad, se escucha bien las series y videojuegos( cuidado, bluetooth a través de la tv no de la ps4, no son compatibles con ps4 o ps4 pro). Si lo que quieres son unos auriculares bluetooth y con gran calidad de sonido ve preparando muchísimo más dinero, si por el contrario buscas unos auriculares bluetooth con calidad suficiente para tu entretenimiento y sin ser muy quisquilloso con las freqüencias del sonido los recomiendo. Para mi ha sido una buena compra, calidad/precio perfecto. Gracias por todo."
214,"Los acabo de recibir y he de decir que el sonido és buenísimo.He ajustado el sonido mediante el aqualizador del movil y el resultado ha sido brutal. Yo escucho,por si os sirve de referencia,grupos de death metal como Arch Enemy o Amon Amarth y el sonido de los graves,las guitarras,las voces y el doble bombo de la bateria suena espectacular. Superfacil el enparejamiento con mi movil,un samsung j7 2017 y con mi tele,una samsung también. He probado el micròfono durante una llamada de wasap y he escuchado y me han escuchado perféctamente. Quedan bién sujetos a la cabezaby el tacto de las almohadillas es perfecto. El único pero es el alcance del bluetooth,unos 7 metros desde donde està el dispositivo dentronde casa ,pero eso para mi no és un problema. A poco que duren y no den ningún problema,una compra acertadísima."
215,"Me ha gustado el diseño, tambien su facilidad de manejo, y su sonido, fantastico .es la 2 vez q los compro por que me encantan. Se los regale x Reyes a mi sobrina y Esta encantada"
216,"Ich habe mir dieses Headset gekauft, da mich schon länger das Kabel an meinem alten Headset gestört hat. Für die Lesefaulen: eine Pro und Contra Liste. Weiter unten gibt's das Ganze dann in ausführlich :) Pro + Guter Klang + Sehr einfache Einrichtung + Macht für den Preis einen wertigen Eindruck + Sehr Weich um die Ohren (Langes tragen war kein Problem) + klappbar, daher platzsparend + Reichweite ist gut. Habe 8-10 Meter gemessen. (Kommt auch durch Wände ohne Stahlbeton) Contra - Riecht anfangs etwas nach Chemie, verfliegt aber schnell - Habe zuerst ein ""Montagsprodukt"" erhalten. Der Verkäufer hat aber sofort reagiert, war sehr freundlich und hat ein neues zugeschickt, welches funktionierte Beim Auspacken macht das Headset einen wertigen Eindruck. Es kam in einem schlichten aber gut verpackten Karton, der im Paket war. Es war stoßsicher in Luftpolster-Folie eingewickelt, was ich sehr gut fand, da bei Hartplastikverpackungen sonst immer soviel Plastik verschwendet wird. Das Pairing ist denkbar einfach gewesen. Knopf lange gedrückt halten, das Headset geht an. Nochmal gedrückt halten und das Headset geht in den Pairing Mode. Nur noch am Rechner auswählen und zack! Funktionierte... nicht lange! Der Kontakt brach nach ein paar Minuten leider immer wieder ab und Audio war nur noch abgehakt zu hören. Nach kurzem Mail-Verkehr mit dem Verkäufer habe ich sofort ein neues zugeschickt bekommen. Bei dem trat der Fehler nicht auf. Produktionsfehler passieren jedem Hersteller. Umso besser fand ich die schnelle Reaktionszeit des Verkäufers. Die Audioqualität ist für den Preis meiner Meinung nach gut. Auch der Tragekomfort ist super. Ich habe es jetzt mehrere Tage jeweils viele Stunden getragen und keine Kopfschmerzen bekommen. Es drückt nicht und wird auch nicht unangenehm. Einzig der anfängliche Geruch nach Chemie hat mich etwas gestört. Verflog aber schon nach zwei Tagen. Fazit: Ich bin super zufrieden mit dem Headset und fand die schnelle Reaktionszeit des Verkäufers wirklich gut! Wer ein günstiges Headset mit gutem Klang sucht und dann auch noch auf Service wert legt, dem kann ich dieses Teil hier nur empfehlen."
217,"Llevo usándolos casi 2 meses y he de decir que son buenos auriculares e ideales para los que somos amantes del sonido y la comunicación. Son ideales para ver televisión y escuchar música con el móvil, entre muchas otras actividades. El sonido es muy nítido, no he escuchado ni interferencias, ni ruidos extraños. Son excelentes al reproducir altos y bajos, incluso, puedes escuchar hasta los sonidos más bajos como el de la caída de un alfiler. Son grandes pero cómodos gracias a su diadema que se adapta al tamaño de la cabeza y a las almohadillas para las orejas que son bastante cómodas y suaves al tacto. El material se percibe bueno ya que están realizados con acero inoxidable por lo que tendrás audífonos para rato. Otro aspecto que destacaría es la larga duración de su batería, ya que puedes utilizarlos por más de 20 horas de manera continua e inclusive tener largas conversaciones de unas 15 horas. Cuando la batería se agota podemos cargarlo con el cable USB que trabaja como cargador y que viene con los auriculares. Otra característica es que se pueden plegar haciendo que ocupen menos espacio a la hora de guardarlos. Además trae una funda para protegerlos cuando los guardas. Considero que ha sido una buena compra, calidad/precio."
218,"Die Kopfhörer sind für das Geld einfach nicht zu toppen. Die Optik ist toll, sie sehen sehr hochwertig verarbeitet aus und fühlen sich auch so an. Die Gelenke lassen sich ohne Probleme bedienen und hinterlassen einen guten Eindruck. Der Klang überzeugt auf ganzer Linie. Mehr muss man dazu nicht sagen. Wer in diesem Preissegment kauft kann keinen Bose Klang erwarten. Der Akku hält gefühlt ewig, das hat mich am meisten überrascht. Das Koppeln funktioniert ebenfalls ohne Probleme. Unser Sohn (12) ist damit total happy. Ich würde sie jederzeit wieder kaufen und kann sie ohne Abstriche weiterempfehlen. der Klang ist für einen Kopfhörer dieser Preisklasse sehr gut. Glaube kaum, dass ein Hörer für 200 oder mehr € beim Hören von ohnehin komprimierten MP3-Dateien viel besser sein kann. Uneingeschränkte Kaufempfehlung."
219,"Super! Der Kopfhörer passt perfekt und ist super bequem, auch nach langem tragen. Er schirmt die Umgebungsgeräusche gut raus. Die Tonqualität ist prima und die Verbindung mit Bluetooth klappt auch ohne Probleme (iPhone X). Kann ihn nur empfehlen"
220,"Prompte Lieferung. Der Sound ist einzigartig. Tragen sich absolut angenehm und sind sehr leicht, man spürt sie kaum. Ich würde sie jeder Zeit wieder kaufen."
221,"Prinzipiell waren wir lange mit dem Gerät sehr zufrieden: - Sound über Bluetooth OK - guter Tragekomfort - die Freisprechfunktion wurde kaum genutzt, hat aber funktioniert Nach einem halben Jahr ist der Bedienungsknopf abgefallen, was noch mit etwas Pattex geklebt werden konnte. 4 Monate danach traten Risse im Bügel auf was wenig später zum Bruch geführt hätte, wenn ich den Bügel nicht mit einem Blech verstärkt hätte. 1 Monat danach traten die selben Risse auf der anderen Seite des Bügels auf. Dies ist auf die Form des Bügels zurück zu führen und m.E. ein Konstruktionsfehler. Schließlich ist nun der USB Stecker kaputt gegangen, sodass der Kopfhörer nicht mehr geladen werden kann (hier enden meine Reparaturkünste). Nun wird er nur noch über das beiliegende Kabel genutzt. Ich habe viel Geduld und guten Willen gezeigt und möchte darum meine Erfahrungen weiter geben. Schade dass das an sich gute Gerät, bei uns nicht mehr als ein Jahr durchgehalten hat - das ist einfach zu wenig für eine bessere Bewertung."
222,Die Kopfhörer machen einen hochwertigen Eindruck schon beim Auspacken. Wenn man sie dann in den Händen hält bestätigt sich der erste Eindruck. Der Klang sowie die Lautstärke sind meiner persönlichen Meinung nach sehr gut. Die Verbindung zum Handy war ebenfalls problemlos. Telefonieren über die Kopfhörer funktioniert einwandfrei. Alles in allem hätte ich mir für den Preis nichts besseres aussuchen können. Absolut empfehlenswert!!!
223,Brought this to replace my wired headphones my dog chewed up. Was fairly sceptical about the sound quality being degraded from wirless headphones. Boy was I wrong. The sound is crystal clear. It fits snug over the head and is comfortable over the ears. ONE charge had lasted approx 3 days on heavy use. Very pleased with the product and would recommend
224,"Por lo que llevo con el de momento puedo decir que: 1º. Le dura muchísimo la batería. 2º. En lo tangible y en lo intangible denota un producto de calidad. 3º. El bluetooth funciona de maravilla con el celular, tablet, pc, laptop, etc. En el caso que se le acabe la batería, siempre lo podrás usar con cable. 4º. EN el Iphone y creo que también en otros dispositivos te avisa de cuenta batería le quedan a los cascos. 5º. Se dobla y se guarda con facilidad. 6º. Trae bolsita para guardarlos. 7º. Se escucha genial."
225,"Ich bin sehr zufrieden mit dem Bluetooth Headset und nutze es täglich. Es liegt nicht zu eng an und kann daher lange getragen werden. Die Bedienung ist einfach. ""Das Headset gibt Laut, sowohl wenn es Verbindung aufnimmt - als auch wenn es getrennt worden ist. Aufladezeit ist akzeptabel. Die Klangqualität ist ein wenig Richtung ""dumpf"" - aber für kristallklaren Sound muss man natürlich sehr viel tiefer in die Tasche greifen. Von mir aus also Kaufempfehlung. Ach ja, und in rot finde ich es auch für Frauen relativ hübsch, wenn man die Kopfhörer in der Öffentlichkeit trägt"
226,"Se oye genial, no es q yo entienda mucho de cascos pero soy de los q les gusta escuchar la música alta (y con calidad de sonido a la vez claro) y no tengo ninguna queja en ese sentido, es más, creo q nunca lo he puesto al máximo volumen. Los suelo usar en el autobús (2 horas entre ida y vuelta) casi cada día y me dura la batería casi una semana. Aisla bien del ruido exterior. Me los compré precisamente por eso, no podía escuchar bien las series q veía en el autobús con el ruido del mismo y el ruido ambiente. Las únicas pegas q le pondría es q se me queda una franja de pelo aplastado al llevarlos puestos un buen rato xD y q son un poco abultados tanto al llevarlos puestos como al llevarlos en el estuche (con los cascos te viene como una bolsita para los mismos de terciopelo pero yo me refiero a un estiche q me compré yo a parte y q son para estos cascos). Por ponerles alguna pega xq la verdad estoy muy contento con esta compra. 100% recomendable."
227,"guter Sound, endlich Musik hören ohne andere zu stören"
228,"Casque acheter pour ma copine, très bon casque qualité audio rien à redire, bonne tenue sur la tête, elle l'utilise pour faire du sport en salle, je recommande ce produit a tout personne voulant un casque sans fil."
229,"Excellent casque. Belle finition, matériaux de qualité. Il est léger à porter et confortable, des heures durant. Seul ""défaut"" esthétique: il est un poil large à mon gout (d'autres sont plus ""fins"" sur les oreilles). En revanche, la qualité audio est top: son clair, basses bien présentes. Surtout, il a subi aujourd'hui le test ultime: écoute en passant l'aspirateur. Et bien le résultat est juste bluffant: à plusieurs reprises, j'ai du enlever le casque pour être sûr que l'aspirateur était en marche !!! Franchement top, je ne regrette vraiment pas mon achat... je le conseille vivement."
230,"Acheté pour voir si je me servirai plus facilement d'un casque que de mon enceinte portable. Pour le moment le casque gagne, d'autant qu'il a un micro-SD insérée dedans, donc je n'ai pas de problème de pas me déplacer trop dans la maison ou autour. Facile à utiliser. Chargement plutôt rapide. Bon son. Confortable. Pour ce prix, c'est parfait, exactement ce qu'il me fallait. Et puis livré avec une coque de rangement - ce qui me parait un minimum avec ce genre d'appareil. Il me suit partout. Bon rapport qualité/prix"
231,"Ce casque remplit bien sa fonction. Qualité du son bonne. La coque de transport est pratique. Et le mode RadioFM est un plus par rapport à d'autres casques. Deux petits défauts relevés : - Niveau sonore entre sources BT, carte SD et Radio ; le 1er dépendant de son téléphone et les 2 autres du volume réglé au casque. C'est source de surprises désagréables ! - La notice : Il faut une loupe tellement c'est écrit petit. La traduction française c'est du Google sans relecture derrière ! (d'où sort le mot ""chaussure/arrêt"" pour ""on/off"" ? Peut être ""Marche"" - Hi, c'est rigolo ! ) En tout cas, ce manque de respect du client vaut, pour moi, 2 étoiles en moins dans l'évaluation générale."
232,"ça couleur est top, elle correspond exactement à ceux que voulais, identique à celle de mon ordinateur !!! après avoir vu toutes les critiques, j'ai testé, carte ms pour mp3, radio... franchement casque de bonne qualité, la qualité de la porté a travers des murs en béton est parfaite. une étoile en moins pour la notice en anglais, et un petit jeu (de 1 mm) dans la finition des touches."
233,"parfait je suis tres satisfaite aussi bien pour ecouter la musique que mes films ou series sur ordi sans déranger mon compagnon, tres comfortable facile a faire reconnaitre, sympa aussi le fait de pouvoir mettre sa carte sd pour écouter ses musiques. je ne suis pas une pro mais le son me paraît tout à fait correct, pour le prix y a vraiment rien à reprocher j'ai eu mis plus cher pour un résultat moindre; Je recommande sans aucun problème"
234,"Bonjour, je viens de recevoir mon casque qui est comme indiqué dans l' offre. Tout est fonctionnel sauf le Bluetooth que je n' ai pas testé car inutile pour moi. La notice en français est très pratique à part quelques fautes de traduction qui sont plutôt amusantes. Le pliage du casque et la coque de rangement sont bien pensés. Une bonne note aussi pour le 2 en 1 (branchement filaire ou non) Le casque à l' air plutôt assez solide, à voir dans le temps"
235,Ce casque est un achat pour ma fille de 14ans. Elle en est enchantée tout lui convient le look avec sa couleur originale le son diffusé parfaitement le confort le côté pratique avec sa fonction Bluetooth Et l'étui qui l'accompagne pour un transport facilité dans les bagages Très bon rapport qualité-prix
236,"Bought these as an impulse purchase, but not regretted it. Day they arrived I fully charged them, then gave them a full rigourous test as I went about my daily routine, going to and from work, as well as completing errands, used them for about 3 hours solid. They connected to my phone almost instantly, sound quality is excellent, apart from the odd little jump in the music track, but that is common with any Bluetooth connection, so not really an issue. I was able to wear them the entire time comfortably, no soreness of the ears or discomfort, the buttons on the headphones made it much easier to skip a music track I didn't feel like listening to, as opposed to pulling out my phone every time to click the screen. Even after three hours of continuous use, the battery is still fairly full, so can easily get much more use out of them before they need another charge. All in all, a very good product for what you get, and an absolute steal at their current price!"
237,"Fantastic headphones for the money! Pretty colour, comfortable, nice crisp sound. Easy to sync with Bluetooth and very handy feature of answering calls while wearing them, when connected to your phone. Brilliant carry/tidy case with carabinder clip to hook on to bags or jeans. My teenage daughter adores these and rarely has them off now. She is usually a ""brands"" and ""labels"" slave so her approval is a compliment. These would make a fantastic gift too although there is no box, just bubble wrap packaging. This is my own, unbiased review and I am not affiliated with the seller or the product in any way."
238,"I got these after being recommended them by a friend and I've been using them for three months now. They arrived on time in the case with an aux cord and instructions. The two major positives are the battery life and Bluetooth. With a full charge and constant usage, these last around 6-8 hours. When I turn them off when I'm not using them, they last the full day. I've had no issues connecting with Bluetooth whatsoever and the range isn't too bad either. I can go into the next room without them disconnecting. The sound quality is also okay for the price. However, here are some major flaws of this product. 1) About two weeks into using this headphones, one of the volume buttons broke. I thought it was my own doing but two of friends who own the exact same pair of headphones had this problem too. 2) The sound leakage is almost amusing. I wasn't expecting to have no sound leakage but someone was able to hear my music and podcasts while they were sitting across from me. The headphones were on my head, over my ears at mid-volume. 3) With the Aux cord, the quality of sound can be very iffy. It was fine on my laptop but with computers and my phone, the sound was distorted and quite echoey. When watching videos, the audio would be sometimes out of sync with the images on screen. 4) Unsurprisingly, the Aux cord broke after 5 days. 5) After a while, the build starts feel a bit flimsy. I have to adjust them now every time when I use them. My sibling got a pair of headphones a few weeks ago. They were suspiciously exactly the same build, shape and size as these headphones. They even have similar Bluetooth names and same ""Power off"" voice. The only difference was the brand name. She didn't get a case and got hers for £7 less. If the case isn't so much of a necessity, then you can find cheaper alternatives. All in all, these headphones aren't awful but its quality is questionable."
239,"3 months ago I bought these. Only used them about 3 times a week for an hour at a time. Battery does not hold a charge now! Totally useless as a wireless device. If you fully charge them and put them straight on, they go dead within 10 minutes. They also lose the charge when switched off! Totally useless to me now!"
240,"Purchased these on Friday night arrived next day which I thought was great, opened the package and my first thoughts were good quality product. Charged them for 4 hours as recommended then connected them to my Samsung s7 with no problems what’s so ever they connected straight away. Quality of the sound was very good however when the song finishes all you can hear is an annoying bleeping which again goes when the next song starts only to reappear at the end again. Don’t know if this is a fault on all these headphones or just the way they are but I’ve sent them back for a refund. Giving 3 stars as the service and quality of the product is good but the bleeping drives me to distraction, sorry I really wanted to like these headphones."
241,"I bought a pair of these each for my kids. They love them! They are easy to use, and to connect. For an unbranded product the sounds not bad, even to my husband who's a stickler for sound quality-he laughed at me when I said I'd ordered these, but he was actually quite impressed too. They come with a handy storage case, to protect them form damage in transit, and wires so you can you them the traditional way too, with usable instructions. Overall very impressed!"
242,"I love the design of the headphones, I'd been looking at wireless/Bluetooth headphones for a while but the cost was a little high for me. I saw these and thought, ""yeah I'll give these a go."" Nice comfortable fit over the ears, sound quality is good, design is good, the price was great. I'd buy these again."
243,"Bought for my daily commute to uni and work since I wear a hijab and it pushes down on normal earphones and hurts my ears pretty bad. They are comfortable on my head and works pretty well. I wear it on the biggest length and fits on my head well. Even though the headscarf, I can hear the music pretty loud It comes with a hard storage case which I am actually very grateful for because otherwise I would have had to purchase a separate one. The case is rather bulky in my rucksack but the headphones fit inside well a d protects it which is the important thing. If the case was soft then it might be better. After using my headphones so often, all the letters and symbols have since worn off on the buttons on the side. I think they shouldn't have so many buttons in the first place because even I get confused by them and end up either skipping a song when I want to repeat it, or changing to radio by accident. I also have to charge it every 2 days, which the battery life was a little longer. Still, as a student this is affordable and had lasted me this long that maybe beats wouldn't be able to do, haha!"
244,"Really nice Bluetooth headphones. I waited a while to review these to see if they really would last longer than regular head phones... Bought for my 9 year old daughter because I was sick of constantly buying new headphones due to the wire breaking or coming away so we decided to try a Bluetooth set.... They are fab. They are hardy and lightweight. They have a built in fm radio, unfortunately we are not in a good reception area for this, but I imagine if you are this would be such a neat feature. Super easy and simple to control with just a few buttons on the side. A couple of hours to charge to the maximum and they will last my daughter a good few evenings before needing charging again. It also took just seconds to connect and they were good to go. Highly recommended."
245,"It's NOT over the ear as it is sold. So that was a unpreasant surprise when I unpacked it! But that being said, I am a ha[ppy customer after all, because the headphone is comfortable to wear, although on the ear and not over the ear. And it does have a nice sound. I am a bass lover and for the bass is good and teh overal sound is nice for the money. So I am a happy customer after all. I like the soft cover too that comes with it, only I don't like the hook that it has. It does not close properly when not in use or also when in use. But apart from that, I like it. The wire that comes with is also handy when the phone does not have battery life anymore (and that happens often as the battery is not that good...) I am using the headphone for the gym and for that purpose I also use the micro-sd functionality and that works great! Now I don't need to bring my phone to the gym! I would certainly recommend it! Nice sound! 4* because I am happy with it, but it is not ""over the ear"" as stated in the title, it is ON EAR! (and I don't have big ears)"
246,"No good.broken after a month (cannot charge as connection broken) and dubious sound quality for first month anyway, also started losing charge very quickly. Spend your money on better quality headphones...just to update this the company have refunded my purchase so can’t fault them for that. They responded speedily and were really helpful. 5star customer service but I’m sorry I can’t bump up the stars for the product rating ☹️"
247,"Der Kopfhörer ist super, wenn man einfach mal alles ausblenden möchte. Selbst ohne Musik oder Hörbuch merkt man, dass er die Umgebungsgeräusche dämpft, der Bass ist stark. Allerdings sollte man in anfangs 1-2 Tage auslüften, er riecht ziemlich unangenehm nach Plastik. (den Fabrikarbeitern zuliebe würde ich auch 10€ mehr zahlen, der Köpfhörer selbst wäre das allemal wert. -2 Sterne für das schlechte Gewissen ihnen gegenüber)"
248,"The headphones fold up neatly and come included with a case, usb charger cable and additional cable for connecting directly into a device. I would’ve preferred longer cables but it’s not a big deal. The headphones are very comfortable and are padded with soft lining inside. The sound is impressive too, I actually prefer it to my Sony pair which cost over £250! I bought this pair for my son and he absolutely loves them. He really likes the colour too as it matches the kids fire HD Kindle he got for Christmas. The only downside is the charging. It does let you know when the battery is low by sounding a “beep” in your ear but you have to charge it straight away. There’s also a red light which appears whilst charging and it goes off once it’s fully charged. An indicator would be really good so you know exactly how low the battery actually is. Apart from that, I would highly recommend and it’s a great gift idea for kids with devices (or adults) 😁"
249,"They’re really flimsy at the joints and just snapped, I don’t like them, luckily I had another pair of cheaper better ones, I can’t remember what they’re called but there’s a pair of Bluetooth headphones that are red and black, Cost maybe £15 on here, qualities the same, and they’re less flimsy. Don’t waste your money."
