,0
588,"Hallo bitte nicht kaufen, Sie klingt schlechter als die Flip 4, da die Flip 5 nur mono ist.(und zu teuer) Wenn mono dann die KEF MUO! Die klingt um Welten besser trotz mono! Greift bitte Lieber zu der Soundcore motion +!! Derzeit das beste in der Größe! JBL hat bei mir verloren! Sobald JBL wieder Stereo Herstellt, eventuell bei der Flip 6 bin ich wieder dabei! :("
589,not expected from amazon to bring this up so early amazing speakers cant get better than these under 10k budget .. this is a lil monsters
590,"Partiamo dal presupposto che una minicassa bluetooth non vi sostituirá MAI ( che sia pure bose,sonos, h&k,ecc )un sistema HT a 3 o 5 via o piú. Avendo provato numerose altre casse ( bose , sony e un altra jbl ) posso dirvi che per esperienza personale tornerei ( come ho fatto ) a jbl. Come rapporto qualitá prezzo vale 100 volte altri modelli più costosi : non fatevi ingannare dal prezzo, non é detto che se costa di più vale di più. Bassi puliti e potenti, medi e alti riprodotti egregiamente . Ció che mi ha stupito é il volume, in casa senza caos sotto a meno di metá é più che abbastanza. Connessione bt istantanea e ricarica abbastanza rapida. Credo per la linea di prezzo e dimensioni/potenza sia il meglio sul mercato. Sempre per esperienza personale ( ma sono pareri ) non vale la pena spendere il doppio o più ancora se vi serve una minicassa bt potente e portatile. Se volete fare il salto di qualitá non spendete di più per modelli più ""famosi"" ma passate direttamente a un 2.1 o più."
591,"Hach,ich bin so begeistert von dieser Box! Hätte ich das vorher gewusst wie toll diese ist hätte ich sie schon viel früher gekauft! Ich habe eine Box gesucht die zum einen einen ordentlichen Klang hat und außerdem portabel ist und nicht Kabel gebunden. Wasserdicht war dabei nicht wichtig,möchte ja nicht mit Baden oder ähnliches. Die Wahl fiel dann auf die hier rezensierte Box, Flip 5 von JBL. JBL war mir bereits aus der Vergangenheit ein Begriff und ich habe es mit guter Qualität verbunden. So war es okay,dass die Box etwas teurer ist als andere Produkte die es so zu kaufen gibt . Die Box wird in einem angemessen großen Karton geliefert,welcher nicht überdimensioniert ist. Im Lieferumfang befindet sich neben der Box eine Anleitung,,sowie das Ladekabel. Recht übersichtlich aber mehr brauch es ja auch nicht! Die Box kommt vorgeladen,sodass man diese gleich testen kann. Das habe ich natürlich getan. Bluetooth an einem iPhone 8 an,Bluetooth an der Box an ,schnell verbunden kann man sich dann schon von dem tollen Klang überzeugen! Der Bass ist für diese kleine Box wirklich herausragend! Wir haben andere Boxen welche auch über Bluetooth laufen,diese sind ein sch...dagegen! Man kann den Bass natürlich nicht mit einem Soundsystem vergleichen,das sollte jedem klar sein ! Aber die Box kann wirklich was ! Der Klang ist bis auf die letzten zwei drei Lautstärkestufen sehr gut! Die letzten zwei drei Stufen wird es,je nach Lied, blechern und ist zumindest bei mir,mein Mann empfindet das nicht so,unangenehm im Ohr. Ansonsten ist der Klang sehr sehr gut ! Tiefen sind klar ,ebenso die Höhen . Diese Box habe ich gekauft damit ich unser Esszimmer beschallen kann sowie den Garten ,wenn wir draußen sind oder wenn ich Bade und über mein Tablet Serien schaue,einen besseren Klang habe. Wir haben solche Boxen bzw Cubes , dass je schon erwähnt,diese sind mir nur einfach nicht laut genug gewesen .Auch war der Bass nicht vorhanden. Gute Musik brauch ordentlich Lautstärke und einen guten Bass.🤪 Das hatten wir bisher nicht. Die hier rezensierte Box beschallt unseren offenen Esszimmer und Küchenbereich sehr gut. Im Bad hab ich die Box mal unter Wasser gehalten,auch das passt . An der Box selbst kann man Lautstärke einstellen sowie Play bzw Pause drücken . Auch kann man einen Party Modus einstellen ,bedeutet,dass man mehrere dieser Boxen miteinander verbinden kann um einen Surround Sound zu bekommen.Desweiteren kann man mit der Play Taste vorspulen indem man den Play Knopf zweimal drückt. Sobald aber der Party Modus an ist kann man Lieder nicht mehr pausieren jedoch aber vorspulen,ebenfalls mit der Play Taste. Die Lautstärke die man maximal einstellen kann ist der Wahnsinn!Ich war geschockt wie laut diese Box Musik wiedergeben kann. Optisch ist sie sehr ansprechend und wirkt auch sehr sehr hochwertig! Die Anleitung ist leicht verständlich,jedoch ist das Gerät selbsterklärend,sodass es meiner Meinung nach keine bräuchte. Ein absolut gelungenes Produkt von JBL! Hätte ich mir die Box nicht selbst geschenkt würde ich sie mir jetzt zu Weihnachten wünschen. Das Video zeigt die Lautstärke bei Stufe vier also noch recht leise! Klare fünf Sterne und absolute kaufempfehlung!"
592,Normally
593,"I actually can't believe how far speaker technology has moved on since I was growing up with only a tape recorder to listen to music taped from the Sunday top 40 countdown. Given the size of this thing, roughly the size of a 440ml can of beer it shouldn't be able to have any base .. or fill a room .. or be audible outside. Yet it does both. Clearly there are limits, but if you're after something to throw in a bag just in case you need tunes at an overnight gathering, this is pretty much bang on the money."
594,"La cassa risulta di piccole dimensione (lunga appena una spanna) ma è in grado di produrre diversi dB di potenza audio: in luoghi chiusi o senza grandi disturbi difficilmente si utilizzerà più di metà della potenza totale. Allego un video in cui si può sentire la potenza audio della cassa, a partire da 0 fino al massimo. La cassa è costruita bene, i materiali sono buoni ed è certificata come impermeabile a polvere e acqua (IPX7). La qualità audio è molto buona: alti e medi sono cristallini e distinti, i bassi suonano bene ma distorcono un pò quando la cassa suona al massimo volume. Credo che il rapporto qualità-prezzo di queste cassa sia grandioso e con poco meno di 100€ permette di portarsi a casa una cassa di grande qualità. JBL affidabile come sempre!"
595,"Me, and even my friend have experienced an issue with this speaker that consists is: playing something (especially from the computer, in my case iMac 2018) and then the speaker will begin to stop itself, then playing music at a higher playback speed and then it slows down and then stop and does a repeated clicking sound. I experience this only when I pair it to my computer and not my iPhone. With my iPhone happens rarely, and I simply restart the speaker. Contacted the customer service several times but been told it’s Apple’s issue.. . . . . Sound quality is ok, but compared to the FLIP 4 the sound feels less “360°” (and kinda less louder, too), and then I found out the reason is that instead of installing 2 internal speakers in the FLIP 5, the have installed only 1 (slightly bigger). The plates on the sides of the speaker, are made of a silicone feel, plastic. Compared to the glass like in the FLIP 4, to me that’s another minus. So in my opinion FLIP 4 connects better, sound better, and looks better. FLIP 5 is a speaker made for partying in pools, FLIP 4 is made for something less casual and risky."
596,"Excellent audio quality. I was sceptical at first as to whether the 5 would be worth it, however, after testing it out this morning, I'm very happy that I went with this model. That said, I'm sure it's not without fault, I'm aware you can't link it up with the older models or use it as a power bank, but ultimately, that's fine with me."
597,"No option for receiving phone calls, no auxiliary input, mono speaker !! Flip 4 had it all .. JBL is going backwards, also no Bluetooth 5.0 in 2019 .. can't connect also old JBL speakers with connect app .. please don't buy this speaker as you won't be able to return this also"
598,"Great speaker sound-wise and everything else about it bar the battery. Like it’s really good. Now that you know it’s good, the battery life is pretty bad for the price of it. It loses charge fairly quickly while using it constantly. Would do fine for using the odd time or brining on a picnic etc. If you wanted to use it for an extended period of time, you’ll definitely need to keep it plugged in. It loses battery in maybe 4-6 hours at a guess. I have a fairly cheap Anker Soundcore one that lasts waaay longer."
599,an amazing speaker. excellent sound quality with great bass which is not too overpowering hence the music is crisp and does not sound muffled but with enough punch and warmth. I had earlier bought the bose revolve plus which is two and a half times the cost of this speaker but returned it . This speaker is I would say better. An excellent product which sounds better than speakers more than twice as expensive as this one.
600,"THIS IS A XMAS PRESENT WAS VERY PLEASED WITH THE QUICK DELIVERY. ON OPENING THE BOX WAS VERY DISSAPOINTED THAT THE CHARGER CABLE, HAS NO PLUG SO I WILL HAVE TO GO AND BUY ONE. ONE UNHAPPY CHILD IF THEY OPENED THIS AT XMAS AND COULD NOT RECHARGE. REGARDS ELAINE"
601,"Took 6 days for my speaker to arrive but it's worth the wait! As this is my first JBL speaker, I have to say I am quite impress with the sound quality that it delivers. I was using a Bose Soundlink speaker and I dare say this JBL speaker is nearly as good as my Bose! I'd definitely recommend this speaker to my friends! All in all, I'm very satisfied with my purchase!"
602,"Qualités sonores au rdv, mais batterie ne tient que très très peu, à savoir même pas 20 mn..."
603,"cette enceinte est la deuxième du même modèle que je rachète . Le rapport de taille et puissance du son est excellent , et l'enceinte par elle même est très solide . Par contre , ma grande déception vient du fait que celle ci ne comporte pas la fonction mains libres . Je me servais de cela avec la précédente jbl3 . L'information n'est pas présente , et je n'aurais pas été sûr d' acheter cette nouvelle version , si j'en avais eu connaissance ."
604,"enceinte offerte à mon neveu de 15 ans qui en est pleinement satisfait, vraiment étanche car a fait un tour dans la mer et fonctionne toujours..."
605,Les meilleures enceintes sur le marché
606,"Petit, practique, très bon son et coûte pas chère."
607,Qualité de son remarquable rechargement rapide et super autonomie
608,"Juste excellent ! Son parfait, design nickel, j en suis fan ! Super rapport qualité prix !"
609,tres bonne petite enceinte. des comparatifs la donnent meme supérieure a la split 4. j'ai mis un rapport qualité prix moyen non pour sa qualité mais pour le prix annoncé sur amazon.
610,"Pros •The Sound is well balanced. •Built quality is awesome. •Charging time and battery life is good. •Charging Cable is of premium quality. Cons •Sound not so loud, but loud enough to fill a 2BHK. •JBL connect is missing. • No Mic. Final Verdict : worth every penny, go for it. P.s~ this ain't paid review/comment. (17th May, 2020: It's already 1 year+, working just fine. It all comes down to how you maintain it)"
611,Make sure that JBL Flip 3 Stealth doesn't have JBL connect feature and inbuilt microphone as compared to Original version of JBL Flip 3. But it is IPx7 certified (waterproof) while orginal JBL flip 3 is only IPx5 (splashproof). Sound quality is same. Build quality is same. I brought it at Rupees 4049/- ( during sale). Really very satisfied with my purchase
612,Looks like an original product. Totally fallen in love with it. The bass is great. Music is quite loud. Bluetooth quick. What else can a music lover ask for. Fully satisfied.
613,"1st thing first you can't register this product in JBL website so no way of making sure this product is genuine. 2nd even if you want to return this product as it says ""10 days return policy"", customer service won't let you. If you say you are not satisfied with the sound amazon will say your ears are bad. 3rd this is SE so JBL connect won't work with it. 4th I have been on call with customer service for about 5 days everyday and can't find out a way to register this product. But still they won't take my return as this is not a valid reason to return. 5th go to JBL store if the difference is of 500 bucks as you will be sure you bought the genuine JBL Highly unsatisfactory!!"
614,"I had very bad experiences, Useless product not at working !! I'm not really satisfied with the Product.its bass is very much less as compared to JBL FLIP 3 Original Edition and also i have used jbl flip 4! my issue : 10-15 min later automatically trun off power! again I'm trunon but maximum 10 min work and again trun off power my main point amazon service not good!"
615,"super product, solid build,great battery life however like all products will depend on ones usage, Fantastic sound quality for such compact speaker."" Passive radiators "" mind blowing. Difference between JBL Flip 3 & JBL Flip 3 ""Stealth"" is , JBL Flip 3 has JBL connect option which you can link more JBL speakers together."
616,My JBL Flip 3 SE was @ Kochi Service centre for 6 months.they give me replaced the product. Really Happy With the purchase.
617,As we all know that JBL produces good sound and this one is not the exception. Things I liked the most: 1. Produces decent room filling sound and a good bass. 2. Please completely waterproof. 3.Works fine even at 20 feet. 4.bluetooh pairing is smooth I am the battery back up is alos good. The things I didn’t like: 1. It doesn’t have any marks in it so you can’t attend any calls. 2. Send out the mids are good but at the hard Rock music the speaker seems to struggle with distortions. So overall sound quality portability and the battery backup is quite decent so far and medium budget speaker you can choose this one.
618,"Hence I thought it genuine but it was fake no calling option , no JBL connect option. when I saw on official website then I was confirmed that this one is fake and after 3 days the battery backup start decreasing."
619,"This was the first time to me buying the Bluetooth speaker, the first impression of this speaker is Great Sound with good bass, and battery backup is nice if we keep full charge we can use the speaker for upto 6 hrs continuously at 70% level sound mainly i love this speaker about the loudness of the bass and battery -backup and the negative point of this speaker is there is not mic and we can't change this stealth edition model to low frequency mode and also there is no button to connect with another speaker apart from this, I like each every thing in this device... thanks JBL and Thank you amazon for the fast delivery to prime costumer...."
620,"Outstanding product...got it at 4049 on sale...The only downside is , it doesn't have connect+ and mic..no issues... because that's how stealth addition is ..."
621,This JBL Flip 3 was bought to replace a new Tribit XSound Go which was returned due to its poor sound quality. The Flip 3 has a sound which belies its small size. The sound is well balanced and instruments and vocals sound crisp and clear. The sound fills a small room and if you look away it is hard to believe such a full sound is coming from such a small device. Obviously the bass and lower frequencies will be limited on such a small device but even so the bass it does put out is impressive for its size. The Bluetooth connection has been solid and the speaker is easy to operate. I can't comment on the battery life yet as it has only had about 6 hours use so far but I will update the review when I've lived with the speaker for a while longer.
622,"This is a live review. It'll keep on updating as time passes by. ------------------------------- First day review: The looks are sturdy and the voice is good. The small speakers at the side are booming and they produce good bass. However, the speakers at the side are too vulnerable to things in bag. For that, I had to curtail 2 points for portability. Bluetooth connection is seamless and the volume, even at its peak maintains the fidelity. This one is water proof but can not help with picking the call- that feature is missing. I gave it to my parents as they are audiophiles and this is my second flip: my first one was Flip first gen, which I still have and it works like a charm. Expecting a similar performance from this too."
623,"I am pleased with this device as it is light and small enough to move from place to place and responds without fuss to requests from my mobile 'phone, playing music and answering questions. Anyone wanting a performance of concert quality would need a dedicated sound system in order to experience the depth and range of a large orchestra but the sound is quite good enough for dancing and speech. It is so useful to be able to listen to various performances before deciding which to purchase. I do this by a normal search, scroll through the offerings and listen to samples with different orchestras and conductors. I like it well enough to consider buying one as a gift."
624,What a step up from cheap £20-£30 speaker I've had before. The sound and build quality is great. The sound definition is clean and clear. Very very happy. I got the recommendation from whathifi; they seem to know what they're talking about. And I'm glad I listened. Happy Listening to you.
625,"En dépit de son aspect extérieur présentant certaines similarités avec sa devancière la Flip 4, la nouvelle mouture baptisée Flip 5, est en réalité largement différente de cette dernière. En effet, avec la nouvelle itération, les deux haut-parleurs qui n’ont pas offert l’aspect stéréophonique recherché avec la flip 4, ont laissé place à un seul haut-parleur séparant de manière nette et précise les aigus et les médiums. Aussi, Les deux radiateurs des basses, situés sur les deux flancs de l’enceinte, ont été revisités et ceux équipant l’Extrem2 ont été installés sur la flip 5, mais en taille réduite bien entendu. De même, le port usb qui était logé sous une trape, a laissé place à un port usbc ouvert et le port jack a tout simplement disparu. Enfin, la Flip 5 a gagné un centimètre en longueur avec un peu plus de 18 cm et quelques mm en circonférence. Le résultat de l’ensemble de ces modifications est impressionnant puisque la Flip 5 offre un spectre sonore plus riche et plus détaillé avec des basses bien rondes et profondes, celles qui tachent et tamponnent. Pour ce produit, j’ai particulièrement apprécié: - La limpidité et la richesse du spectre sonore qui sépare nettement les aigus et les médiums; - La profondeur et la puissance des basses qui, loin d’offrir un son étouffé, marquent, impriment et tamponnent, donnant une nouvelle dimension aux morceaux écoutés; - Une meilleure maîtrise de la saturation comparée à la flip 4, ainsi, en fonction des morceaux écoutés et de leur qualité audio, la saturation est presque imperceptible à 90% du volume de l’enceinte; - La flip 5 avec ses 20w est plus puissante que la Flip 4, qui n’a quant à elle, que 16w; - La bonne tenue de la batterie avec plus de 14 heures d’écoute à 90% du volume de l’enceinte; - Posée sur la verticale, la flip 5 offre un son plus riche et plus ouvert que sa devancière; - Etanchéité Ipx7; - La présence du mode stéréo pour connecter deux enceintes ainsi que le mode fête pouvant faire fonctionner jusqu’à 100 enceintes, à cet égard, j’ai procédé à l’acquisition de deux flip 5 et le résultat est impressionnant en particulier en mode stéréo; - L’amélioration de la latence notamment de l’enceinte pour les streamings; - Le sérieux et la robustesse de la fabrication, mais aussi la présence d’une dragonne amovible. J’ai moins apprécié: - La suppression du micro, puisque la Flip 5 ne permet plus la gestion d’appels téléphoniques, certes, dans ce cadre, le déclenchement des communications sur le haut-parleur de l’enceinte, pouvait soulever une certaine gêne liée au manque de discrétion, mais le fabricant aurait pu laisser cette possibilité en option pouvant se paramétrer à partir de l’application Jbl connect, d’autant plus que la gestion des appels à partir de l’enceinte est cruciale notamment quand on est sous la douche; - Posée à la verticale, certes la Flip 5 tient debout de manière relativement équilibrée, mais le moindre effleurement est de nature à la faire chuter, vu que ses bords, d’ailleurs tout comme la Flip 4, ne sont pas droits; - Le mode stéréo ainsi que le mode fête qui permettent de connecter plusieurs enceintes, présentent parfois certaines coupures et le fabricant devrait encore travailler sur l’application afin d’améliorer l’expérience d’écoute avec plusieurs enceintes; - La suppression du port jack me paraît être une faiblesse, certes le fabricant s’est trouvé contraint de travailler sur la latence très importante et gênante pour l’ensemble des modèles Jbl notamment en mode streaming, mais un port jack reste toujours utile; - Certes, la latence a été améliorée après la suppression du port jack, mais celle-ci demeure encore perfectible notamment comparée aux modèles de la concurrence comme Bose; - Une interrogation reste légitime quant à la fiabilité de l’étanchéité de l’enceinte, après la suppression de la trappe couvrant le port usb de la flip 4 et la mise en place d’un port usbc ouvert avec la flip 5. Donc enceinte puissante compte tenu de sa taille, offrant un son riche, puissant et précis, rythmé par des basses rondes et profondes, enceinte solide et étanche constituant à mon humble avis l’un des meilleurs rapports qualité/ prix dans l’univers des enceintes ultra nomades."
626,"Acheté en remplacement d'une Flip 4 volée cet été. Franchement déçu, certes sur le papier on annonce plus d'autonomie, un meilleur son. Dans la réalité, je n'ai constaté aucune différence audio. De plus les 2 HP latéraux ont maintenant un nouveau sigle, c'est beau, mais ça vibre lors de son avec des basses et c'est donc très désagréable. Reste maintenant à voir si je reprend une flip 4 ou une UE vu qu'ils semblent être au dessus niveau qualité et finitions"
627,"Très bien Autonomie qui couvre la journée, sans problème, je recharges tout les 2 jours, pas de soucis depuis l' achat Solide ( en tout cas la mienne qui a fait une chutte de plus de 2m à la verticale sur le bitume et qui s'en sort indemne + divers petits chocs) Utilisation sous pluie, poussière, boue,... Depuis début septembre et pour l'instant infaillible. Son très bon, léger effet stéréo, basses très bonnes, bonne profondeur, pas de saturation. Accès très rapide du Bluetooth Possibilité d'en associé plusieurs entres elles ( pas testé encore) Possibilité de l'équiper d'une housse silicone avec mousqueton (très pratique), de coques de protection, de transport à vélo,... À vos recherches. D'avis personnel, le son n'est pas très différent d'une jbl flip 4 (casiement indicernable) qui reste pour le moment beaucoup moins chère et donc à considérer. Je viendrais ajouter ici mes impressions au fur et à mesure afin de donner un avis sur une utilisation long terme."
628,Correspond parfaitement à mes attente sa fait depuis le 9 septembre 2019 que je l'utilise tous les jour et la puissance se récent par rapport à ma flip 3 ses le premier truc que j'ai remarqué avec la clarté du son (photo fidèle au produit)
629,"Je voulais avoir une seconde enceinte pour compléter mon JBL charge 3. Mais j'ai voulu tester les 2 Flip 5. Dès que j'ai déballé le 1er Filp 5, j'ai vu que ce n'est pas la même qualité que Charge 3. J'ai testé le son : Le Charge 3 donne est bien meilleur, même en pleine puissance. Le Filp 5 est soit disant plus puissant, mais ""cri"" quand il est à fond. Bref, je vais retourner mes 2 Flip 5 et acheter un second Charge 3."
630,"Excellente enceinte, rien à redire. Le prix est là, le son aussi ainsi que le côté esthétique, très sympathique. La batterie dure plus de 10 heures d'écoute, excellent !"
631,Beau produit très très bien protégé dans un boîtier et heureusement aussi dans le colis Amazon Car le livreur à jeté le colis par dessus la clôture 😱 Testé de suite et approuvé 👍💪 Super son !!!! Petit kdo pour mon fils 😍
632,Super son c’est incroyable ahah
633,"✅LO MEJOR: • Batería dura hasta 5 horas al 100% • Sonido nítido y limpio • Modo Partyboost • Tiene IPX7 y flota • Carcasa poliexpán • Carga total en 2,5 horas ❌LO PEOR: • Sonido mono (tiene 1 driver en lugar de 2) • No tiene minijack • Bluetooth 4.2 (se esperaba el 5.0) • No tiene micrófono manos libres • No es compatible con el modelo anterior Flip 4 • USB-C expuesto, esto es problemático para el polvo EXPERIENCIA PERSONAL He comprado este altavoz bluetooth porque ya utilicé el JBL Flip 4 y me gustó su sonido, aunque tras varios años terminó rompiéndose la batería. Tenía muchas ganas de encontrar un altavoz inalámbrico portátil que funcionase tan bien como el Flip 4. Antes de empezar a analizar el JBL FLip 5 debo decir que me ha decepcionado, pensaba que iban a mejorar realmente el modelo al renovarlo, pero no ha sido así. Lo he utilizado una semana y media pero lo he devuelto por varios motivos. En primer lugar no tiene micrófono manos libres, esto es algo MUY importante para mi porque utilizo el altavoz en la ducha y si alguien me llama antes con el Flip 4 podía coger las llamadas. Tampoco me gusta que no sea compatible con otros modelos más antiguos, supongo que lo arreglarán con una actualización de firmware, pero me da la sensación de ser un producto inacabado. Ah! El sonido es mono en lugar de estéreo como era antes en el FLip 4. Esto ha pasado también con el JBL Charge 4 y personalmente no me desagrada porque el sonido adquiere más detalle en agudos, mientras que antes se perdían detalles en frecuencias altas. *Abajo muestro mi opinión sobre cada uno de los puntos con más detalle. ACABADO/DISEÑO Externamente, si lo comparamos con el modelo anterior, el JBL Flip 5 destaca por tener un tamaño más grande y presenta alguna mejora estética que le da un aspecto más moderno, aunque la forma cilíndrica es casi idéntica. Mide 18,1 cm de largo y 6,9 cm de diámetro. Pesa 540 gramos por lo que sigue siendo fácil de transportar ya que cuenta con un sistema donde colgar una cuerda. En la parte frontal se encuentran los controles para las funcionas principales de reproducción, subir/bajar volumen, pasar canción, play/pause… Y también un botoón para activar el modo Partyboost. En la parte superior se encuentra el botón de encendido y el de Bluetooth, acompañados por el puerto de carga USB-C que no está tapado por ninguna goma, como si ocurría en el Flip 4. Una luz LED nos informa del estado de la batería, que pierde intensidad de manera gradual si lo utilizamos. Externamente es muy sencillo y lo que quizás llama más la atención aparte del puerto de carga expuesto al agua o polvo es certificado IPX7 que permite incluso que el altavoz bluetooth flote en el agua. Está disponible en 6 colores distintos, yo compré el azul oscuro porque no es tan sucio como el negro y sigue siendo elegante. CALIDAD SONIDO Lo primero que hay que saber es que este nuevo modelo tiene un driver por lo que el sonido es mono, y no estéreo como ocurría en el Flip 4. El driver que lleva mide 4x4 x 8 cm, es más grande y la construcción ha mejorado y saca una potencia de 20W RMS. La respuesta en frecuencias es de 65 Hz a 20 kHz. Cuenta con dos radiadores pasivos en cada uno de los extremos del altavoz. Esto mejora la respuesta en graves y que permite configurarse a través de la APP JBL Connect. Una vez sabemos esto el sonido que ofrece es claro y nítido, con unos bajos que no opacan al resto de frecuencias. Esto se nota sobre todo en los agudos, que tienen más detalle. En cambio, se extraña esa sensación de sonido estéreo que ofrecía el anterior modelo. El modo Partyboost nos permite emparejar el Flip 5 con otros altavoces idénticos, es una pena que este modo no sea compatible con modelos anteriores de JBL. Vamos, que hay que pasar por caja si o si. CONECTIVIDAD Y FUNCIONALIDAD Vale, aquí es donde JBL se ha vuelto loco y este JBL Flip 5 no tiene entrada minijack 3.5mm ni micrófono manos libres para atender llamadas desde el propio altavoz, ni poder contactar con el asistente de voz. Cosas muy importantes que si las tiene el modelo anterior. Además, este Flip 5 no es compatible con otros modelos más antiguos de la marca. Esto quiere decir que solo se podrá emparejar a otros altavoces Flip 5. La evolución se observa en los tiempos de carga y en la duración de la batería. La carga ha mejorado con el puerto USB-C (que está expuesto sin ninguna tapa) y la carga en apenas 2.5 horas, la mitad de tiempo que el modelo anterior. La autonomía llega hasta 10 horas a volumen máximo, y 12 horas con un volumen de 70-80%. La batería es de 4800 mAh. Este altavoz tiene versión Bluetooth 4.2 con un rango de cobertura de 30 metros. Esperaba una mejora de la versión 5.0, que economiza el uso de la batería y mejora la señal de bluetooth. CONCLUSIÓN Sinceramente no vale la pena para lo que ofrece. Han recortado en funcionalidad, aunque hayan mejorado la batería y el sonido (un poco). Prefiero otros altavoces como el Sony SRS XB21 o incluso el UE Boom 3. No recomiendo este altavoz, lo siento pero no puedo."
634,"Hallo bitte nicht kaufen, Sie klingt schlechter als die Flip 4, da die Flip 5 nur mono ist.(und zu teuer) Wenn mono dann die KEF MUO! Die klingt um Welten besser trotz mono! Greift bitte Lieber zu der Soundcore motion +!! Derzeit das beste in der Größe! JBL hat bei mir verloren! Sobald JBL wieder Stereo Herstellt, eventuell bei der Flip 6 bin ich wieder dabei! :("
635,not expected from amazon to bring this up so early amazing speakers cant get better than these under 10k budget .. this is a lil monsters
636,"Partiamo dal presupposto che una minicassa bluetooth non vi sostituirá MAI ( che sia pure bose,sonos, h&k,ecc )un sistema HT a 3 o 5 via o piú. Avendo provato numerose altre casse ( bose , sony e un altra jbl ) posso dirvi che per esperienza personale tornerei ( come ho fatto ) a jbl. Come rapporto qualitá prezzo vale 100 volte altri modelli più costosi : non fatevi ingannare dal prezzo, non é detto che se costa di più vale di più. Bassi puliti e potenti, medi e alti riprodotti egregiamente . Ció che mi ha stupito é il volume, in casa senza caos sotto a meno di metá é più che abbastanza. Connessione bt istantanea e ricarica abbastanza rapida. Credo per la linea di prezzo e dimensioni/potenza sia il meglio sul mercato. Sempre per esperienza personale ( ma sono pareri ) non vale la pena spendere il doppio o più ancora se vi serve una minicassa bt potente e portatile. Se volete fare il salto di qualitá non spendete di più per modelli più ""famosi"" ma passate direttamente a un 2.1 o più."
637,"Hach,ich bin so begeistert von dieser Box! Hätte ich das vorher gewusst wie toll diese ist hätte ich sie schon viel früher gekauft! Ich habe eine Box gesucht die zum einen einen ordentlichen Klang hat und außerdem portabel ist und nicht Kabel gebunden. Wasserdicht war dabei nicht wichtig,möchte ja nicht mit Baden oder ähnliches. Die Wahl fiel dann auf die hier rezensierte Box, Flip 5 von JBL. JBL war mir bereits aus der Vergangenheit ein Begriff und ich habe es mit guter Qualität verbunden. So war es okay,dass die Box etwas teurer ist als andere Produkte die es so zu kaufen gibt . Die Box wird in einem angemessen großen Karton geliefert,welcher nicht überdimensioniert ist. Im Lieferumfang befindet sich neben der Box eine Anleitung,,sowie das Ladekabel. Recht übersichtlich aber mehr brauch es ja auch nicht! Die Box kommt vorgeladen,sodass man diese gleich testen kann. Das habe ich natürlich getan. Bluetooth an einem iPhone 8 an,Bluetooth an der Box an ,schnell verbunden kann man sich dann schon von dem tollen Klang überzeugen! Der Bass ist für diese kleine Box wirklich herausragend! Wir haben andere Boxen welche auch über Bluetooth laufen,diese sind ein sch...dagegen! Man kann den Bass natürlich nicht mit einem Soundsystem vergleichen,das sollte jedem klar sein ! Aber die Box kann wirklich was ! Der Klang ist bis auf die letzten zwei drei Lautstärkestufen sehr gut! Die letzten zwei drei Stufen wird es,je nach Lied, blechern und ist zumindest bei mir,mein Mann empfindet das nicht so,unangenehm im Ohr. Ansonsten ist der Klang sehr sehr gut ! Tiefen sind klar ,ebenso die Höhen . Diese Box habe ich gekauft damit ich unser Esszimmer beschallen kann sowie den Garten ,wenn wir draußen sind oder wenn ich Bade und über mein Tablet Serien schaue,einen besseren Klang habe. Wir haben solche Boxen bzw Cubes , dass je schon erwähnt,diese sind mir nur einfach nicht laut genug gewesen .Auch war der Bass nicht vorhanden. Gute Musik brauch ordentlich Lautstärke und einen guten Bass.🤪 Das hatten wir bisher nicht. Die hier rezensierte Box beschallt unseren offenen Esszimmer und Küchenbereich sehr gut. Im Bad hab ich die Box mal unter Wasser gehalten,auch das passt . An der Box selbst kann man Lautstärke einstellen sowie Play bzw Pause drücken . Auch kann man einen Party Modus einstellen ,bedeutet,dass man mehrere dieser Boxen miteinander verbinden kann um einen Surround Sound zu bekommen.Desweiteren kann man mit der Play Taste vorspulen indem man den Play Knopf zweimal drückt. Sobald aber der Party Modus an ist kann man Lieder nicht mehr pausieren jedoch aber vorspulen,ebenfalls mit der Play Taste. Die Lautstärke die man maximal einstellen kann ist der Wahnsinn!Ich war geschockt wie laut diese Box Musik wiedergeben kann. Optisch ist sie sehr ansprechend und wirkt auch sehr sehr hochwertig! Die Anleitung ist leicht verständlich,jedoch ist das Gerät selbsterklärend,sodass es meiner Meinung nach keine bräuchte. Ein absolut gelungenes Produkt von JBL! Hätte ich mir die Box nicht selbst geschenkt würde ich sie mir jetzt zu Weihnachten wünschen. Das Video zeigt die Lautstärke bei Stufe vier also noch recht leise! Klare fünf Sterne und absolute kaufempfehlung!"
638,Normally
639,"I actually can't believe how far speaker technology has moved on since I was growing up with only a tape recorder to listen to music taped from the Sunday top 40 countdown. Given the size of this thing, roughly the size of a 440ml can of beer it shouldn't be able to have any base .. or fill a room .. or be audible outside. Yet it does both. Clearly there are limits, but if you're after something to throw in a bag just in case you need tunes at an overnight gathering, this is pretty much bang on the money."
